,id_dite,jmeno,pohlavi,datum_narozeni,spadova_skolka,skolka_sourozence,bydliste_brno,prodlouzena_dochazka
485,485,Ondřej Procházka,M,2018-12-24,56,,True,False
486,486,Ondřej Kovařík,M,2017-12-29,66,,True,False
487,487,Ondřej Veselý,M,2016-09-29,5,,True,False
488,488,Ondřej Horák,M,2018-10-22,84,,True,False
489,489,Ondřej Němec,M,2020-04-10,23,,True,False
490,490,Ondřej Pospíšil,M,2021-05-31,106,92.0,True,False
491,491,Ondřej Marek,M,2021-04-03,99,,True,False
492,492,Ondřej Urban,M,2020-05-11,86,,True,False
493,493,Ondřej Soukup,M,2018-07-06,17,,True,False
494,494,Ondřej Hájek,M,2019-07-13,16,,True,False
495,495,Ondřej Fiala,M,2020-10-07,126,,True,False
496,496,Ondřej Král,M,2020-11-20,34,,True,True
497,497,Ondřej Růžička,M,2020-05-02,34,,True,False
498,498,Ondřej Beneš,M,2016-09-12,116,,True,False
499,499,Ondřej Bílý,M,2020-02-18,37,,True,False
500,500,Ondřej Šimek,M,2017-11-14,12,,True,False
501,501,Ondřej Svatoš,M,2020-12-22,70,,True,False
502,502,Ondřej Mareš,M,2020-03-12,23,,True,False
503,503,Ondřej Mach,M,2019-12-06,128,,True,False
504,504,Ondřej Vávra,M,2018-06-23,26,,True,False
505,505,Ondřej Tomáš,M,2018-04-24,117,,True,False
506,506,Ondřej Toman,M,2020-11-02,120,,True,False
507,507,Ondřej Konečný,M,2019-06-02,13,,True,False
508,508,Ondřej Vlček,M,2017-07-14,54,,True,False
509,509,Ondřej Kratochvíl,M,2017-03-08,127,,True,False
510,510,Ondřej Kadlec,M,2019-09-30,3,,True,False
511,511,Ondřej Kříž,M,2020-03-15,94,,True,False
512,512,Ondřej Horváth,M,2019-11-20,42,,True,False
513,513,Ondřej Polák,M,2018-03-25,106,,True,False
514,514,Ondřej Janda,M,2018-11-28,59,131.0,True,False
515,515,Ondřej Dušek,M,2020-01-17,43,,True,False
516,516,Ondřej Macháček,M,2019-05-27,40,,True,False
517,517,Ondřej Navrátil,M,2018-02-09,0,,True,False
518,518,Ondřej Staněk,M,2017-06-26,131,,True,False
519,519,Ondřej Pekař,M,2018-11-18,102,,True,False
520,520,Václav Novák,M,2018-06-23,118,,True,False
521,521,Václav Svoboda,M,2018-12-18,15,,True,False
522,522,Václav Novotný,M,2018-08-24,113,,True,False
523,523,Václav Dvořák,M,2020-05-07,102,,True,False
524,524,Václav Černý,M,2018-02-11,129,,True,False
525,525,Václav Procházka,M,2021-04-04,125,,True,False
526,526,Václav Kovařík,M,2017-12-06,128,,True,False
527,527,Václav Veselý,M,2020-06-16,114,,True,True
528,528,Václav Horák,M,2017-10-27,63,,True,False
529,529,Václav Němec,M,2016-09-21,45,,True,False
530,530,Václav Pospíšil,M,2021-06-01,5,,True,True
531,531,Václav Marek,M,2018-03-29,102,41.0,True,False
532,532,Václav Urban,M,2020-01-19,99,,True,False
533,533,Václav Soukup,M,2017-04-27,66,,True,False
534,534,Václav Hájek,M,2021-05-03,111,,True,False
535,535,Václav Fiala,M,2017-06-13,0,,True,False
536,536,Václav Král,M,2016-06-24,125,,True,False
537,537,Václav Růžička,M,2021-07-15,41,,True,False
538,538,Václav Beneš,M,2017-04-26,30,,True,False
539,539,Václav Bílý,M,2019-01-18,69,,True,False
540,540,Václav Šimek,M,2017-10-25,26,,True,False
541,541,Václav Svatoš,M,2021-07-07,74,,True,False
542,542,Václav Mareš,M,2021-05-06,85,,True,False
543,543,Václav Mach,M,2021-04-18,9,,True,False
544,544,Václav Vávra,M,2018-09-18,63,,True,False
545,545,Václav Tomáš,M,2020-04-23,111,,True,False
546,546,Václav Toman,M,2019-09-03,75,,True,False
547,547,Václav Konečný,M,2017-03-27,121,,True,False
548,548,Václav Vlček,M,2018-12-30,106,,True,False
549,549,Václav Kratochvíl,M,2018-05-18,107,,True,False
550,550,Václav Kadlec,M,2021-05-06,38,,True,False
551,551,Václav Kříž,M,2017-08-03,81,,True,False
552,552,Václav Horváth,M,2021-04-28,110,,True,False
553,553,Václav Polák,M,2016-09-06,14,,True,False
554,554,Václav Janda,M,2017-10-08,112,,True,False
555,555,Václav Dušek,M,2017-04-06,62,,True,False
556,556,Václav Macháček,M,2019-05-16,11,,True,False
557,557,Václav Navrátil,M,2019-01-03,103,,True,False
558,558,Václav Staněk,M,2017-07-27,119,,True,False
559,559,Václav Pekař,M,2016-11-19,124,,True,False
560,560,Tomáš Novák,M,2019-10-13,77,,True,False
561,561,Tomáš Svoboda,M,2018-10-23,105,,True,False
562,562,Tomáš Novotný,M,2020-03-21,8,,True,False
563,563,Tomáš Dvořák,M,2020-07-02,93,,True,False
564,564,Tomáš Černý,M,2019-11-23,54,,True,False
565,565,Tomáš Procházka,M,2018-03-06,22,,True,False
566,566,Tomáš Kovařík,M,2019-02-11,96,103.0,True,False
567,567,Tomáš Veselý,M,2021-03-30,58,,True,False
568,568,Tomáš Horák,M,2018-04-24,116,,True,False
569,569,Tomáš Němec,M,2018-04-18,21,,True,False
570,570,Tomáš Pospíšil,M,2021-07-27,106,,True,False
571,571,Tomáš Marek,M,2019-07-15,56,,True,False
572,572,Tomáš Urban,M,2017-06-22,111,,True,False
573,573,Tomáš Soukup,M,2020-06-15,100,,True,False
574,574,Tomáš Hájek,M,2018-12-25,64,,True,False
575,575,Tomáš Fiala,M,2020-11-24,83,,True,False
576,576,Tomáš Král,M,2017-06-02,87,,True,False
577,577,Tomáš Růžička,M,2018-02-27,126,,True,False
578,578,Tomáš Beneš,M,2019-04-23,37,,True,False
579,579,Tomáš Bílý,M,2018-07-16,112,,True,False
580,580,Tomáš Šimek,M,2019-03-29,13,,True,False
581,581,Tomáš Svatoš,M,2020-09-20,93,,True,False
582,582,Tomáš Mareš,M,2020-11-04,91,,True,False
583,583,Tomáš Mach,M,2019-06-08,103,,True,False
584,584,Tomáš Vávra,M,2016-06-06,63,,True,False
585,585,Tomáš Tomáš,M,2021-03-08,6,,True,False
586,586,Tomáš Toman,M,2021-05-05,7,,True,False
587,587,Tomáš Konečný,M,2018-02-28,92,,True,False
588,588,Tomáš Vlček,M,2016-08-04,55,,True,False
589,589,Tomáš Kratochvíl,M,2019-03-10,72,,True,False
590,590,Tomáš Kadlec,M,2020-05-31,81,,True,False
591,591,Tomáš Kříž,M,2019-03-31,44,,True,False
592,592,Tomáš Horváth,M,2017-05-19,43,90.0,True,False
593,593,Tomáš Polák,M,2016-09-18,81,,True,False
594,594,Tomáš Janda,M,2020-05-19,126,,True,False
595,595,Tomáš Dušek,M,2021-04-24,6,,True,False
596,596,Tomáš Macháček,M,2017-05-24,125,,True,False
597,597,Tomáš Navrátil,M,2019-04-28,5,,True,False
598,598,Tomáš Staněk,M,2017-12-03,39,,True,False
599,599,Tomáš Pekař,M,2020-01-17,56,,True,False
600,600,Radim Novák,M,2021-08-23,63,,True,False
601,601,Radim Svoboda,M,2021-07-28,93,,True,False
602,602,Radim Novotný,M,2020-09-10,28,,True,False
603,603,Radim Dvořák,M,2020-08-07,79,,True,False
604,604,Radim Černý,M,2020-04-17,105,,True,False
605,605,Radim Procházka,M,2019-01-14,113,,True,False
606,606,Radim Kovařík,M,2019-12-23,100,,True,False
607,607,Radim Veselý,M,2018-09-27,48,,True,False
608,608,Radim Horák,M,2019-02-11,23,,True,False
609,609,Radim Němec,M,2018-05-30,49,,True,False
610,610,Radim Pospíšil,M,2019-10-13,109,75.0,True,False
611,611,Radim Marek,M,2021-03-29,28,,False,False
612,612,Radim Urban,M,2018-01-29,28,,True,False
613,613,Radim Soukup,M,2018-05-06,14,,True,False
614,614,Radim Hájek,M,2016-08-13,62,,True,False
615,615,Radim Fiala,M,2018-01-03,86,,True,False
616,616,Radim Král,M,2017-12-25,54,,True,False
617,617,Radim Růžička,M,2019-10-17,45,,True,False
618,618,Radim Beneš,M,2020-08-19,67,,True,False
619,619,Radim Bílý,M,2019-09-26,8,,True,False
620,620,Radim Šimek,M,2021-06-30,41,,True,True
621,621,Radim Svatoš,M,2017-02-24,66,,False,False
622,622,Radim Mareš,M,2018-03-20,1,,True,False
623,623,Radim Mach,M,2019-07-08,64,,True,False
624,624,Radim Vávra,M,2021-06-19,61,,True,False
625,625,Radim Tomáš,M,2017-11-18,21,,True,False
626,626,Radim Toman,M,2019-07-12,74,,True,False
627,627,Radim Konečný,M,2018-02-22,98,,True,False
628,628,Radim Vlček,M,2019-05-13,125,,True,False
629,629,Radim Kratochvíl,M,2021-05-23,29,,True,False
630,630,Radim Kadlec,M,2019-10-25,99,,True,False
631,631,Radim Kříž,M,2018-11-11,61,,True,False
632,632,Radim Horváth,M,2018-08-15,8,,True,True
633,633,Radim Polák,M,2016-12-06,111,,False,False
634,634,Radim Janda,M,2019-08-16,13,,True,False
635,635,Radim Dušek,M,2021-06-15,7,,True,False
636,636,Radim Macháček,M,2021-05-27,35,,True,False
637,637,Radim Navrátil,M,2021-06-15,28,,True,True
638,638,Radim Staněk,M,2021-01-13,111,,True,False
639,639,Radim Pekař,M,2021-04-08,43,39.0,True,False
640,640,Jaroslav Novák,M,2017-06-23,130,,True,False
641,641,Jaroslav Svoboda,M,2021-06-10,7,,True,False
642,642,Jaroslav Novotný,M,2016-09-07,100,,True,False
643,643,Jaroslav Dvořák,M,2020-10-06,98,,True,False
644,644,Jaroslav Černý,M,2020-03-08,72,,True,False
645,645,Jaroslav Procházka,M,2021-02-08,47,,True,False
646,646,Jaroslav Kovařík,M,2017-05-16,64,,True,False
647,647,Jaroslav Veselý,M,2017-10-30,92,124.0,False,False
648,648,Jaroslav Horák,M,2018-06-16,36,,True,False
649,649,Jaroslav Němec,M,2020-12-04,15,,True,False
650,650,Jaroslav Pospíšil,M,2018-04-06,99,,True,False
651,651,Jaroslav Marek,M,2016-10-29,7,,True,False
652,652,Jaroslav Urban,M,2018-04-08,48,,True,False
653,653,Jaroslav Soukup,M,2018-04-04,86,,True,False
654,654,Jaroslav Hájek,M,2021-08-26,84,,True,False
655,655,Jaroslav Fiala,M,2021-07-06,16,,True,False
656,656,Jaroslav Král,M,2017-08-12,118,,True,False
657,657,Jaroslav Růžička,M,2020-02-28,81,,True,False
658,658,Jaroslav Beneš,M,2017-07-04,118,,True,False
659,659,Jaroslav Bílý,M,2020-07-11,32,,True,False
660,660,Jaroslav Šimek,M,2019-05-06,46,,True,False
661,661,Jaroslav Svatoš,M,2019-08-27,14,,True,False
662,662,Jaroslav Mareš,M,2019-02-02,65,,True,False
663,663,Jaroslav Mach,M,2016-12-21,95,,True,False
664,664,Jaroslav Vávra,M,2021-07-09,121,,True,False
665,665,Jaroslav Tomáš,M,2016-11-18,16,,True,False
666,666,Jaroslav Toman,M,2017-09-26,88,,True,False
667,667,Jaroslav Konečný,M,2017-07-30,95,,True,False
668,668,Jaroslav Vlček,M,2020-04-24,13,,True,False
669,669,Jaroslav Kratochvíl,M,2020-01-23,108,,True,False
670,670,Jaroslav Kadlec,M,2020-03-09,123,,True,False
671,671,Jaroslav Kříž,M,2021-05-02,33,,True,False
672,672,Jaroslav Horváth,M,2017-03-21,74,,True,False
673,673,Jaroslav Polák,M,2017-02-26,71,,True,False
674,674,Jaroslav Janda,M,2018-12-22,91,,True,False
675,675,Jaroslav Dušek,M,2018-09-03,20,,True,False
676,676,Jaroslav Macháček,M,2019-04-16,25,,True,False
677,677,Jaroslav Navrátil,M,2018-01-08,75,,True,False
678,678,Jaroslav Staněk,M,2020-06-20,2,,True,False
679,679,Jaroslav Pekař,M,2020-10-02,34,,True,False
680,680,Josef Novák,M,2020-06-19,85,14.0,True,False
681,681,Josef Svoboda,M,2021-05-23,85,,True,False
682,682,Josef Novotný,M,2021-01-19,9,,True,False
683,683,Josef Dvořák,M,2017-03-25,52,,True,False
684,684,Josef Černý,M,2019-01-10,126,,True,False
685,685,Josef Procházka,M,2017-04-27,18,,True,False
686,686,Josef Kovařík,M,2020-08-26,82,,True,False
687,687,Josef Veselý,M,2021-06-08,129,,True,True
688,688,Josef Horák,M,2018-08-07,72,,True,False
689,689,Josef Němec,M,2016-10-04,43,,True,False
690,690,Josef Pospíšil,M,2017-11-18,107,,True,False
691,691,Josef Marek,M,2018-10-22,24,,True,False
692,692,Josef Urban,M,2018-11-18,124,,True,False
693,693,Josef Soukup,M,2020-05-26,63,130.0,True,False
694,694,Josef Hájek,M,2018-03-24,110,,True,False
695,695,Josef Fiala,M,2019-05-13,93,,True,False
696,696,Josef Král,M,2018-07-09,68,,True,True
697,697,Josef Růžička,M,2017-11-04,11,,True,False
698,698,Josef Beneš,M,2017-03-09,44,,True,False
699,699,Josef Bílý,M,2021-01-03,36,,True,False
700,700,Josef Šimek,M,2017-05-29,125,,True,False
701,701,Josef Svatoš,M,2017-09-28,121,75.0,True,False
702,702,Josef Mareš,M,2017-02-22,71,,True,False
703,703,Josef Mach,M,2018-06-21,83,,True,False
704,704,Josef Vávra,M,2021-03-25,21,,True,False
705,705,Josef Tomáš,M,2018-04-22,124,,True,False
706,706,Josef Toman,M,2019-03-17,90,,True,False
707,707,Josef Konečný,M,2017-06-02,31,,True,False
708,708,Josef Vlček,M,2020-09-04,24,,True,False
709,709,Josef Kratochvíl,M,2020-10-14,76,,True,False
710,710,Josef Kadlec,M,2021-03-23,116,,True,False
711,711,Josef Kříž,M,2019-11-29,30,,True,False
712,712,Josef Horváth,M,2017-02-22,131,,True,False
713,713,Josef Polák,M,2017-06-26,12,,True,False
714,714,Josef Janda,M,2019-12-06,29,,True,False
715,715,Josef Dušek,M,2018-06-12,71,,True,False
716,716,Josef Macháček,M,2017-02-27,107,,True,False
717,717,Josef Navrátil,M,2016-08-03,54,,True,False
718,718,Josef Staněk,M,2017-12-03,46,,True,False
719,719,Josef Pekař,M,2019-04-07,118,,True,False
720,720,Radek Novák,M,2021-01-24,35,,False,False
721,721,Radek Svoboda,M,2018-05-27,125,,True,False
722,722,Radek Novotný,M,2018-02-24,40,,True,False
723,723,Radek Dvořák,M,2016-10-09,126,,True,False
724,724,Radek Černý,M,2020-05-14,23,,True,False
725,725,Radek Procházka,M,2016-07-28,90,,True,False
726,726,Radek Kovařík,M,2017-08-17,89,,True,False
727,727,Radek Veselý,M,2019-08-03,116,,True,False
728,728,Radek Horák,M,2020-11-06,39,,True,False
729,729,Radek Němec,M,2016-06-16,8,,True,False
730,730,Radek Pospíšil,M,2020-05-28,89,,True,False
731,731,Radek Marek,M,2021-01-09,79,,True,False
732,732,Radek Urban,M,2016-12-16,97,,True,False
733,733,Radek Soukup,M,2021-07-30,113,,True,False
734,734,Radek Hájek,M,2017-03-25,21,,True,False
735,735,Radek Fiala,M,2017-05-09,23,,True,False
736,736,Radek Král,M,2019-09-03,22,,True,False
737,737,Radek Růžička,M,2016-06-05,16,,True,False
738,738,Radek Beneš,M,2018-09-08,24,,True,False
739,739,Radek Bílý,M,2020-05-30,31,,True,False
740,740,Radek Šimek,M,2016-12-16,81,107.0,True,False
741,741,Radek Svatoš,M,2018-10-21,8,,True,False
742,742,Radek Mareš,M,2017-02-21,107,,True,False
743,743,Radek Mach,M,2019-05-02,18,,True,False
744,744,Radek Vávra,M,2019-10-03,112,,True,False
745,745,Radek Tomáš,M,2019-12-10,105,,True,False
746,746,Radek Toman,M,2018-08-24,74,,True,False
747,747,Radek Konečný,M,2019-10-13,125,,True,False
748,748,Radek Vlček,M,2021-05-16,1,,True,False
749,749,Radek Kratochvíl,M,2021-07-01,123,,True,False
750,750,Radek Kadlec,M,2019-08-24,1,,True,False
751,751,Radek Kříž,M,2021-02-04,102,89.0,True,False
752,752,Radek Horváth,M,2020-02-25,128,,True,False
753,753,Radek Polák,M,2016-08-19,134,,True,False
754,754,Radek Janda,M,2018-03-17,12,,True,False
755,755,Radek Dušek,M,2018-05-29,42,,True,False
756,756,Radek Macháček,M,2018-12-03,28,111.0,True,False
757,757,Radek Navrátil,M,2020-05-27,96,119.0,True,False
758,758,Radek Staněk,M,2021-04-28,19,,True,False
759,759,Radek Pekař,M,2020-09-15,26,,True,False
760,760,Filip Novák,M,2017-02-20,114,,True,False
761,761,Filip Svoboda,M,2021-01-18,46,,True,False
762,762,Filip Novotný,M,2018-09-21,111,,True,False
763,763,Filip Dvořák,M,2017-07-16,58,,True,False
764,764,Filip Černý,M,2018-01-21,123,,True,False
765,765,Filip Procházka,M,2018-01-01,4,,True,False
766,766,Filip Kovařík,M,2016-12-13,10,,True,False
767,767,Filip Veselý,M,2017-04-03,20,,True,False
768,768,Filip Horák,M,2016-07-31,120,,True,False
769,769,Filip Němec,M,2017-05-21,69,,True,False
770,770,Filip Pospíšil,M,2019-11-05,34,,True,False
771,771,Filip Marek,M,2020-09-08,57,,True,False
772,772,Filip Urban,M,2017-09-24,104,,True,False
773,773,Filip Soukup,M,2016-09-18,15,,False,False
774,774,Filip Hájek,M,2017-06-14,124,,True,False
775,775,Filip Fiala,M,2017-12-07,81,,True,False
776,776,Filip Král,M,2021-04-14,96,,False,False
777,777,Filip Růžička,M,2020-10-27,115,,True,False
778,778,Filip Beneš,M,2016-07-05,62,,True,False
779,779,Filip Bílý,M,2019-05-02,34,,True,False
780,780,Filip Šimek,M,2018-04-01,44,,True,True
781,781,Filip Svatoš,M,2021-03-13,86,,True,False
782,782,Filip Mareš,M,2016-11-25,13,,True,False
783,783,Filip Mach,M,2021-04-02,118,,False,False
784,784,Filip Vávra,M,2018-01-31,43,,True,False
785,785,Filip Tomáš,M,2018-01-18,82,,True,False
786,786,Filip Toman,M,2021-06-21,53,,True,False
787,787,Filip Konečný,M,2019-11-02,89,,True,False
788,788,Filip Vlček,M,2017-10-16,24,,True,False
789,789,Filip Kratochvíl,M,2020-12-19,23,,True,False
790,790,Filip Kadlec,M,2021-05-29,86,,True,False
791,791,Filip Kříž,M,2020-05-24,83,,True,False
792,792,Filip Horváth,M,2017-10-21,74,,True,True
793,793,Filip Polák,M,2020-03-04,91,,True,False
794,794,Filip Janda,M,2017-02-02,34,,True,False
795,795,Filip Dušek,M,2019-09-21,33,,True,False
796,796,Filip Macháček,M,2017-04-26,40,113.0,True,False
797,797,Filip Navrátil,M,2020-11-28,98,,True,False
798,798,Filip Staněk,M,2021-05-01,112,,True,False
799,799,Filip Pekař,M,2020-03-17,24,,True,False
800,800,Aleš Novák,M,2019-04-08,81,,True,False
801,801,Aleš Svoboda,M,2017-08-24,64,,True,False
802,802,Aleš Novotný,M,2017-02-13,19,,True,False
803,803,Aleš Dvořák,M,2020-12-14,57,,True,False
804,804,Aleš Černý,M,2017-03-20,33,,True,False
805,805,Aleš Procházka,M,2021-07-04,114,,True,False
806,806,Aleš Kovařík,M,2021-08-22,119,,True,False
807,807,Aleš Veselý,M,2017-09-24,106,,True,False
808,808,Aleš Horák,M,2016-12-25,70,,True,False
809,809,Aleš Němec,M,2019-09-15,21,,False,False
810,810,Aleš Pospíšil,M,2016-07-06,0,,True,False
811,811,Aleš Marek,M,2018-12-06,15,,True,False
812,812,Aleš Urban,M,2018-03-26,85,,True,False
813,813,Aleš Soukup,M,2020-05-10,21,,True,False
814,814,Aleš Hájek,M,2020-10-07,126,,True,False
815,815,Aleš Fiala,M,2016-09-22,80,,False,False
816,816,Aleš Král,M,2019-01-25,7,,True,False
817,817,Aleš Růžička,M,2020-12-16,59,,True,False
818,818,Aleš Beneš,M,2018-11-04,127,,True,False
819,819,Aleš Bílý,M,2018-11-25,13,,True,False
820,820,Aleš Šimek,M,2017-11-02,10,,True,False
821,821,Aleš Svatoš,M,2019-09-01,11,,True,False
822,822,Aleš Mareš,M,2017-12-22,57,,True,False
823,823,Aleš Mach,M,2020-12-17,113,,True,False
824,824,Aleš Vávra,M,2020-04-18,100,,True,False
825,825,Aleš Tomáš,M,2019-07-23,61,,True,False
826,826,Aleš Toman,M,2018-12-10,57,,True,False
827,827,Aleš Konečný,M,2020-05-30,22,,False,False
828,828,Aleš Vlček,M,2018-09-12,30,,True,False
829,829,Aleš Kratochvíl,M,2020-05-04,43,,True,False
830,830,Aleš Kadlec,M,2021-08-22,62,,True,False
831,831,Aleš Kříž,M,2016-11-29,121,4.0,True,False
832,832,Aleš Horváth,M,2020-11-30,6,,True,False
833,833,Aleš Polák,M,2017-01-10,35,,True,False
834,834,Aleš Janda,M,2018-09-27,7,,True,False
835,835,Aleš Dušek,M,2017-12-12,125,,True,False
836,836,Aleš Macháček,M,2017-07-28,55,,True,False
837,837,Aleš Navrátil,M,2017-05-18,117,,True,False
838,838,Aleš Staněk,M,2019-04-01,74,,True,False
839,839,Aleš Pekař,M,2016-09-17,69,,True,False
840,840,Milan Novák,M,2018-06-20,129,,True,False
841,841,Milan Svoboda,M,2021-04-18,93,,True,False
842,842,Milan Novotný,M,2017-01-29,53,,True,False
843,843,Milan Dvořák,M,2018-11-01,112,,True,False
844,844,Milan Černý,M,2018-06-21,104,,True,False
845,845,Milan Procházka,M,2021-04-24,35,,True,False
846,846,Milan Kovařík,M,2021-01-20,35,,True,False
847,847,Milan Veselý,M,2019-03-03,40,,True,False
848,848,Milan Horák,M,2018-05-21,12,,True,True
849,849,Milan Němec,M,2016-12-06,34,,True,False
850,850,Milan Pospíšil,M,2020-06-11,88,,True,False
851,851,Milan Marek,M,2020-06-22,4,,True,False
852,852,Milan Urban,M,2016-10-11,102,88.0,True,False
853,853,Milan Soukup,M,2018-03-21,51,,True,False
854,854,Milan Hájek,M,2020-01-16,67,,True,True
855,855,Milan Fiala,M,2017-02-13,54,,True,False
856,856,Milan Král,M,2018-05-26,6,,True,False
857,857,Milan Růžička,M,2017-05-04,10,,True,False
858,858,Milan Beneš,M,2020-08-05,36,49.0,True,False
859,859,Milan Bílý,M,2016-06-08,0,,True,False
860,860,Milan Šimek,M,2020-04-20,59,,True,False
861,861,Milan Svatoš,M,2018-06-21,72,,True,False
862,862,Milan Mareš,M,2016-10-09,57,,True,False
863,863,Milan Mach,M,2019-03-25,34,,True,False
864,864,Milan Vávra,M,2017-01-23,9,,True,False
865,865,Milan Tomáš,M,2018-04-28,60,28.0,True,False
866,866,Milan Toman,M,2020-01-08,5,,True,False
867,867,Milan Konečný,M,2019-01-08,45,,True,False
868,868,Milan Vlček,M,2020-07-11,1,,True,False
869,869,Milan Kratochvíl,M,2020-09-12,122,,True,False
870,870,Milan Kadlec,M,2018-09-20,134,,True,False
871,871,Milan Kříž,M,2016-06-09,76,,True,False
872,872,Milan Horváth,M,2020-06-29,73,,True,False
873,873,Milan Polák,M,2017-07-18,47,,True,False
874,874,Milan Janda,M,2019-10-07,40,,True,False
875,875,Milan Dušek,M,2019-11-20,58,125.0,True,True
876,876,Milan Macháček,M,2018-02-09,92,,True,False
877,877,Milan Navrátil,M,2018-08-04,12,,True,False
878,878,Milan Staněk,M,2017-06-28,42,,True,False
879,879,Milan Pekař,M,2020-09-26,6,,True,False
880,880,Ján Novák,M,2020-08-23,43,,True,False
881,881,Ján Svoboda,M,2018-01-05,115,,True,False
882,882,Ján Novotný,M,2021-03-25,117,,True,False
883,883,Ján Dvořák,M,2019-03-11,73,,True,False
884,884,Ján Černý,M,2017-01-29,0,,True,False
885,885,Ján Procházka,M,2018-04-22,69,,True,False
886,886,Ján Kovařík,M,2016-07-05,60,,True,False
887,887,Ján Veselý,M,2020-05-13,53,,True,False
888,888,Ján Horák,M,2016-09-06,69,,True,False
889,889,Ján Němec,M,2017-02-25,45,,True,False
890,890,Ján Pospíšil,M,2017-09-01,111,,True,False
891,891,Ján Marek,M,2020-03-07,97,,True,False
892,892,Ján Urban,M,2018-06-05,36,,True,False
893,893,Ján Soukup,M,2020-10-23,49,,True,False
894,894,Ján Hájek,M,2021-05-14,70,,True,False
895,895,Ján Fiala,M,2018-11-20,26,,True,False
896,896,Ján Král,M,2019-10-31,3,,True,False
897,897,Ján Růžička,M,2018-11-29,61,,True,False
898,898,Ján Beneš,M,2018-04-22,61,,True,False
899,899,Ján Bílý,M,2021-01-17,106,,True,False
900,900,Ján Šimek,M,2020-10-10,125,60.0,True,False
901,901,Ján Svatoš,M,2021-02-24,61,,True,False
902,902,Ján Mareš,M,2017-10-22,26,,True,False
903,903,Ján Mach,M,2020-03-10,8,,True,False
904,904,Ján Vávra,M,2018-10-22,45,,True,False
905,905,Ján Tomáš,M,2016-11-13,8,,True,False
906,906,Ján Toman,M,2020-07-25,67,,True,False
907,907,Ján Konečný,M,2017-11-08,59,111.0,True,False
908,908,Ján Vlček,M,2020-04-09,4,33.0,True,False
909,909,Ján Kratochvíl,M,2020-05-31,47,,True,False
910,910,Ján Kadlec,M,2019-03-27,115,,True,False
911,911,Ján Kříž,M,2020-12-19,103,,True,False
912,912,Ján Horváth,M,2021-04-12,134,,True,False
913,913,Ján Polák,M,2017-05-01,90,,False,False
914,914,Ján Janda,M,2020-11-02,117,,True,False
915,915,Ján Dušek,M,2020-04-10,81,,True,False
916,916,Ján Macháček,M,2018-08-18,108,,True,False
917,917,Ján Navrátil,M,2018-11-27,125,123.0,True,False
918,918,Ján Staněk,M,2019-09-03,39,,True,False
919,919,Ján Pekař,M,2020-12-13,6,,True,False
920,920,Jozef Novák,M,2017-07-19,126,,True,False
921,921,Jozef Svoboda,M,2019-01-14,17,,False,False
922,922,Jozef Novotný,M,2017-05-12,59,,True,False
923,923,Jozef Dvořák,M,2018-04-12,47,,True,False
924,924,Jozef Černý,M,2017-05-07,48,,True,False
925,925,Jozef Procházka,M,2019-01-31,106,,True,False
926,926,Jozef Kovařík,M,2017-01-04,93,,True,False
927,927,Jozef Veselý,M,2017-05-02,63,,True,False
928,928,Jozef Horák,M,2018-02-04,38,,True,False
929,929,Jozef Němec,M,2016-08-12,61,,False,False
930,930,Jozef Pospíšil,M,2016-09-11,35,,True,False
931,931,Jozef Marek,M,2021-04-16,109,,False,False
932,932,Jozef Urban,M,2016-09-02,104,,True,False
933,933,Jozef Soukup,M,2020-06-30,68,,True,False
934,934,Jozef Hájek,M,2019-04-05,93,,True,False
935,935,Jozef Fiala,M,2018-12-29,35,,True,False
936,936,Jozef Král,M,2017-03-16,4,,True,False
937,937,Jozef Růžička,M,2019-09-19,133,,True,False
938,938,Jozef Beneš,M,2021-02-18,96,,True,False
939,939,Jozef Bílý,M,2020-01-16,36,,True,False
940,940,Jozef Šimek,M,2018-04-16,107,18.0,True,False
941,941,Jozef Svatoš,M,2016-10-07,46,,True,True
942,942,Jozef Mareš,M,2018-04-21,94,,True,False
943,943,Jozef Mach,M,2019-01-16,58,,True,False
944,944,Jozef Vávra,M,2018-04-23,68,,True,False
945,945,Jozef Tomáš,M,2019-09-10,107,,True,False
946,946,Jozef Toman,M,2021-07-06,134,,False,False
947,947,Jozef Konečný,M,2018-04-02,95,,True,False
948,948,Jozef Vlček,M,2019-09-18,62,103.0,True,False
949,949,Jozef Kratochvíl,M,2017-07-24,28,,True,False
950,950,Jozef Kadlec,M,2019-10-15,77,,True,False
951,951,Jozef Kříž,M,2017-12-17,23,,True,False
952,952,Jozef Horváth,M,2019-04-07,52,,True,False
953,953,Jozef Polák,M,2020-02-25,98,,True,False
954,954,Jozef Janda,M,2019-02-03,17,,False,False
955,955,Jozef Dušek,M,2018-03-05,92,,True,False
956,956,Jozef Macháček,M,2021-08-10,124,,True,False
957,957,Jozef Navrátil,M,2016-06-03,81,,True,False
958,958,Jozef Staněk,M,2017-06-24,114,,True,False
959,959,Jozef Pekař,M,2019-10-19,89,,True,False
960,960,Ivan Novák,M,2017-11-27,20,,True,False
961,961,Ivan Svoboda,M,2018-11-20,23,,True,False
962,962,Ivan Novotný,M,2019-12-17,59,,True,False
963,963,Ivan Dvořák,M,2019-07-30,6,,False,False
964,964,Ivan Černý,M,2020-10-08,24,,False,False
965,965,Ivan Procházka,M,2017-11-15,125,,True,True
966,966,Ivan Kovařík,M,2018-10-29,133,,True,False
