,dite_id,jmeno,pohlavi,datum_narozeni,spadova_skolka,skolka_sourozence,bydliste_brno,prodlouzena_dochazka
928,928,Filip Test Král,M,2021-06-02,118,-1,True,False
71,71,Petr Test Vávra,M,2022-08-22,39,-1,True,False
3744,3744,Alena Test Nováková,F,2021-06-22,90,-1,True,False
4335,4335,Vladimíra Test Bílá,F,2020-10-23,64,-1,True,False
2009,2009,Kamil Test Málek,M,2019-09-22,1,-1,True,False
1243,1243,Peter Test Mareček,M,2020-01-22,37,-1,True,False
353,353,Lukáš Test Růžička,M,2020-10-14,46,-1,True,False
2808,2808,Klára Test Šimková,F,2022-05-26,131,-1,True,False
3060,3060,Marta Test Havlíčková,F,2019-03-06,-1,-1,False,False
2755,2755,Kateřina Test Matějová,F,2021-08-14,105,-1,True,False
4321,4321,Vladimíra Test Svobodová,F,2021-07-03,37,-1,True,False
2348,2348,Anna Test Švadlenková,F,2022-04-03,26,-1,True,False
3846,3846,Blanka Test Kučerová,F,2020-06-25,58,-1,True,False
2921,2921,Lucia Test Stará,F,2018-11-11,-1,-1,False,False
3009,3009,Marcela Test Křenková,F,2021-06-25,125,-1,True,False
4604,4604,Štěpánka Test Švadlenková,F,2020-03-13,90,90,True,False
2119,2119,Jindřich Test Veselý,M,2020-12-30,124,-1,True,False
1050,1050,Milan Test Švadlenka,M,2020-04-14,49,-1,True,False
1592,1592,Patrik Test Horák,M,2022-07-21,122,-1,True,False
3879,3879,Blanka Test Šťastná,F,2020-10-27,138,-1,True,False
410,410,David Test Konečný,M,2022-05-30,10,-1,True,False
1611,1611,Patrik Test Vlček,M,2020-10-19,72,-1,True,False
2127,2127,Jindřich Test Fiala,M,2021-10-10,65,-1,True,False
1730,1730,Matúš Test Novotný,M,2021-10-31,81,-1,True,False
1366,1366,Richard Test Mareš,M,2021-09-21,107,-1,True,False
2199,2199,Josef Test Starý,M,2020-09-26,21,-1,True,False
2000,2000,Kamil Test Polák,M,2020-12-10,20,-1,True,False
3236,3236,Nikola Test Jelínková,F,2021-06-08,11,11,True,False
1461,1461,Vladimír Test Svatoš,M,2021-11-19,125,-1,True,False
3787,3787,Alena Test Málková,F,2021-10-04,104,-1,True,False
1055,1055,Milan Test Weiss,M,2022-03-03,54,-1,True,False
3443,3443,Renata Test Tomášková,F,2020-11-12,64,-1,True,False
1151,1151,Ivan Test Weiss,M,2020-09-16,79,-1,True,False
108,108,Tomáš Test Urban,M,2021-07-11,13,-1,True,False
1423,1423,Igor Test Horváth,M,2019-10-23,100,-1,True,False
2735,2735,Karolína Test Weissová,F,2018-08-15,-1,-1,False,False
2944,2944,Ludmila Test Konečná,F,2018-09-02,-1,-1,False,True
2261,2261,Štěpán Test Procházka,M,2021-09-26,40,-1,True,False
754,754,Radim Test Dušek,M,2021-05-09,95,33,True,False
2392,2392,Barbora Test Smetanová,F,2021-06-27,79,-1,True,False
2714,2714,Karolína Test Králová,F,2021-07-19,85,-1,True,False
3920,3920,Daniela Test Kopecká,F,2022-05-23,64,-1,True,False
3442,3442,Renata Test Vlčková,F,2020-11-27,29,-1,True,False
2827,2827,Klára Test Málková,F,2021-02-25,103,-1,True,False
1704,1704,Erik Test Tomáš,M,2020-03-31,47,-1,True,False
4431,4431,Miloslava Test Bílá,F,2021-02-18,20,-1,True,False
3813,3813,Andrea Test Urbanová,F,2021-04-04,80,0,True,False
3795,3795,Andrea Test Dvořáková,F,2021-07-11,1,-1,True,False
4209,4209,Lenka Test Křenková,F,2020-06-05,104,-1,True,False
1810,1810,Samuel Test Dušek,M,2020-12-14,45,-1,True,False
4517,4517,Nela Test Procházková,F,2021-01-30,1,-1,True,False
1166,1166,Anton Test Hájek,M,2021-06-17,68,-1,True,False
1339,1339,Miroslav Test Mareček,M,2021-12-04,58,-1,True,False
4364,4364,Vladimíra Test Švadlenková,F,2019-03-04,-1,-1,False,False
3196,3196,Natálie Test Zábranská,F,2021-03-13,5,5,True,False
3214,3214,Natálie Test Mrázková,F,2021-12-13,65,-1,True,False
4210,4210,Lenka Test Vlčková,F,2021-02-23,80,-1,True,False
3801,3801,Andrea Test Němcová,F,2021-12-07,92,-1,True,False
593,593,Ondřej Test Růžička,M,2020-06-23,26,-1,True,False
1604,1604,Patrik Test Šimek,M,2021-03-26,49,-1,True,False
3511,3511,Soňa Test Veselá,F,2021-04-04,37,-1,True,False
282,282,Michal Test Švadlenka,M,2021-06-07,111,-1,True,False
490,490,Adam Test Pospíšil,M,2022-03-09,78,-1,True,False
3984,3984,Eliška Test Nováková,F,2021-02-11,44,44,True,False
620,620,Ondřej Test Mach,M,2020-10-02,100,-1,True,False
1316,1316,Miroslav Test Šimek,M,2021-03-05,132,-1,True,False
984,984,Aleš Test Tomáš,M,2021-04-10,55,-1,True,False
3982,3982,Dominika Test Mrázková,F,2020-10-21,110,-1,True,False
1195,1195,Anton Test Mareček,M,2021-08-06,138,-1,True,False
4440,4440,Miloslava Test Šimková,F,2018-04-03,-1,-1,False,False
183,183,Jiří Test Starý,M,2020-11-14,16,-1,True,False
970,970,Aleš Test Pospíšil,M,2022-07-07,53,-1,True,False
3892,3892,Daniela Test Černá,F,2020-09-21,37,-1,True,False
1153,1153,Anton Test Svoboda,M,2020-11-11,38,-1,True,False
1155,1155,Anton Test Dvořák,M,2021-01-20,15,-1,True,False
1413,1413,Igor Test Svatoš,M,2019-09-17,105,-1,True,False
694,694,Jáchym Test Mareš,M,2019-08-16,-1,-1,False,False
732,732,Radim Test Urban,M,2021-07-17,46,-1,True,False
671,671,Václav Test Weiss,M,2022-08-08,85,-1,True,False
4450,4450,Miloslava Test Vlčková,F,2021-06-05,50,-1,True,False
2147,2147,Jindřich Test Navrátil,M,2019-11-05,71,-1,True,False
3348,3348,Pavlína Test Havlíčková,F,2020-10-05,67,-1,True,False
4582,4582,Štěpánka Test Hájková,F,2021-02-25,120,-1,True,False
68,68,Petr Test Šimek,M,2021-05-18,96,-1,True,False
2273,2273,Štěpán Test Růžička,M,2019-02-21,-1,-1,False,True
675,675,Jáchym Test Dvořák,M,2020-12-24,2,-1,True,False
1746,1746,Matúš Test Beneš,M,2022-05-20,33,-1,True,False
72,72,Petr Test Tomáš,M,2021-05-13,136,-1,True,False
4381,4381,Květoslava Test Marešová,F,2018-11-11,-1,-1,False,False
3581,3581,Tereza Test Marečková,F,2018-11-26,-1,-1,False,False
1029,1029,Milan Test Svatoš,M,2020-11-27,43,-1,True,False
1379,1379,Richard Test Navrátil,M,2021-06-22,70,-1,True,False
3274,3274,Patricia Test Křížová,F,2021-01-10,23,-1,True,False
4242,4242,Stanislava Test Tichá,F,2021-11-06,18,-1,True,False
2369,2369,Barbora Test Kadlecová,F,2021-05-31,92,-1,True,False
1909,1909,Vladislav Test Pekař,M,2021-06-06,77,97,True,False
4334,4334,Vladimíra Test Růžičková,F,2022-05-17,120,-1,True,False
2624,2624,Ivana Test Kopecká,F,2022-08-19,109,-1,True,False
850,850,Josef Test Dušek,M,2021-02-06,97,-1,True,False
470,470,Marek Test Smetana,M,2020-10-20,129,-1,True,False
3943,3943,Dominika Test Veselá,F,2021-10-20,13,-1,True,False
2254,2254,Karel Test Mrázek,M,2021-05-08,82,-1,True,False
4116,4116,Irena Test Havlíčková,F,2020-12-31,46,-1,True,False
124,124,Tomáš Test Kratochvíl,M,2019-10-05,105,-1,True,False
2386,2386,Barbora Test Vlčková,F,2018-09-05,-1,-1,False,False
1471,1471,Vladimír Test Horváth,M,2021-11-29,21,-1,True,False
2904,2904,Lucia Test Šimková,F,2020-03-23,84,-1,True,False
4036,4036,Gabriela Test Černá,F,2021-06-18,56,-1,True,False
4527,4527,Nela Test Bílá,F,2021-12-14,91,-1,True,False
2054,2054,Miloslav Test Smetana,M,2020-08-30,38,-1,True,False
742,742,Radim Test Mareš,M,2022-05-29,76,-1,True,False
613,613,Ondřej Test Pekař,M,2021-08-22,88,-1,True,False
1764,1764,Matúš Test Staněk,M,2020-03-11,80,-1,True,False
4413,4413,Květoslava Test Hajná,F,2022-06-20,68,-1,True,False
3594,3594,Tereza Test Martínková,F,2021-11-21,124,-1,True,False
1904,1904,Vladislav Test Polák,M,2021-12-19,68,-1,True,False
1882,1882,Vladislav Test Pospíšil,M,2022-03-02,95,-1,True,False
4107,4107,Irena Test Vondráčková,F,2019-08-25,-1,-1,False,False
2383,2383,Barbora Test Benešová,F,2021-06-28,23,-1,True,False
2244,2244,Karel Test Staněk,M,2022-05-22,88,-1,True,False
2941,2941,Ludmila Test Marešová,F,2020-03-20,15,-1,True,False
2248,2248,Karel Test Martínek,M,2020-11-14,98,-1,True,False
4434,4434,Miloslava Test Tichá,F,2019-04-29,-1,-1,False,False
20,20,Jan Test Šimek,M,2021-09-08,49,-1,True,False
4153,4153,Kamila Test Hlaváčková,F,2021-09-20,16,-1,True,False
4576,4576,Štěpánka Test Konečná,F,2020-09-25,23,-1,True,False
3150,3150,Monika Test Rýdlová,F,2020-11-16,118,-1,True,False
3885,3885,Blanka Test Hajná,F,2021-01-17,31,-1,True,False
1613,1613,Patrik Test Kadlec,M,2019-09-14,58,-1,True,False
3817,3817,Andrea Test Hlaváčková,F,2019-11-29,136,-1,True,False
3300,3300,Patricia Test Havlíčková,F,2019-10-19,76,-1,True,False
2831,2831,Klára Test Weissová,F,2022-05-30,127,-1,True,False
4234,4234,Stanislava Test Křížová,F,2020-10-05,10,101,True,False
1515,1515,Štefan Test Vlček,M,2021-04-06,75,-1,True,False
2110,2110,Robin Test Mrázek,M,2020-11-27,61,118,True,False
739,739,Radim Test Bílý,M,2021-06-15,6,-1,True,False
1086,1086,Ján Test Kříž,M,2020-11-04,40,-1,True,False
1535,1535,Štefan Test Weiss,M,2020-10-13,23,-1,True,False
201,201,Martin Test Němec,M,2018-09-18,-1,-1,False,False
3233,3233,Nikola Test Kadlecová,F,2021-01-25,76,-1,True,False
1054,1054,Milan Test Mrázek,M,2018-10-09,-1,-1,False,False
4400,4400,Květoslava Test Kopecká,F,2021-03-06,77,-1,True,False
943,943,Filip Test Horváth,M,2021-10-09,79,-1,True,False
801,801,Jaroslav Test Janda,M,2022-08-17,129,-1,True,False
1016,1016,Milan Test Horák,M,2018-10-28,-1,-1,False,False
3835,3835,Andrea Test Málková,F,2021-02-11,70,-1,True,False
986,986,Aleš Test Konečný,M,2021-06-02,56,-1,True,False
1672,1672,Viktor Test Martínek,M,2022-08-29,5,-1,True,False
3780,3780,Alena Test Havlíčková,F,2022-07-07,5,-1,True,False
997,997,Aleš Test Pekař,M,2019-01-22,-1,-1,False,False
1530,1530,Štefan Test Švadlenka,M,2018-08-19,-1,-1,False,False
3979,3979,Dominika Test Málková,F,2021-08-17,23,-1,True,False
2337,2337,Anna Test Křenková,F,2021-02-12,117,-1,True,False
3691,3691,Zdeňka Test Málková,F,2020-11-17,23,-1,True,False
4144,4144,Kamila Test Konečná,F,2021-01-24,83,-1,True,False
2072,2072,Robin Test Horák,M,2020-08-19,34,-1,True,False
2115,2115,Jindřich Test Dvořák,M,2021-05-27,124,-1,True,True
809,809,Jaroslav Test Málek,M,2020-12-12,76,-1,True,False
2542,2542,Hana Test Mrázková,F,2020-11-12,80,-1,True,False
3609,3609,Veronika Test Němcová,F,2019-03-05,-1,-1,False,False
2400,2400,Denisa Test Nováková,F,2021-07-19,18,-1,True,False
2081,2081,Robin Test Růžička,M,2020-11-01,30,-1,True,False
3673,3673,Zdeňka Test Hlaváčková,F,2019-08-03,-1,-1,False,False
3027,3027,Marta Test Dvořáková,F,2021-06-19,45,-1,True,False
1939,1939,Vladimír Test Bílý,M,2021-09-07,24,-1,True,False
3751,3751,Alena Test Veselá,F,2020-11-02,36,-1,True,False
3890,3890,Daniela Test Novotná,F,2022-07-31,80,-1,True,False
849,849,Josef Test Janda,M,2020-10-29,17,-1,True,False
554,554,Jakub Test Konečný,M,2020-11-26,38,-1,True,False
1685,1685,Erik Test Procházka,M,2020-02-01,114,-1,True,False
3199,3199,Natálie Test Benešová,F,2021-07-16,46,-1,True,False
2529,2529,Hana Test Křenková,F,2020-09-11,17,17,True,False
3451,3451,Renata Test Málková,F,2020-07-21,52,-1,True,False
1743,1743,Matúš Test Fiala,M,2020-09-04,91,-1,True,False
4597,4597,Štěpánka Test Tesařová,F,2021-04-07,21,-1,True,False
3235,3235,Nikola Test Matějová,F,2021-04-02,24,-1,True,False
7,7,Jan Test Veselý,M,2021-08-28,45,-1,True,False
1773,1773,Matúš Test Hajný,M,2021-04-19,38,-1,True,False
84,84,Petr Test Staněk,M,2020-01-06,48,48,True,False
150,150,Jiří Test Kovařík,M,2020-07-13,5,-1,True,False
2812,2812,Klára Test Zábranská,F,2021-06-18,47,-1,True,False
310,310,Pavel Test Mareš,M,2020-09-28,21,-1,True,False
1043,1043,Milan Test Navrátil,M,2019-06-18,-1,-1,False,False
2610,2610,Ivana Test Tichá,F,2021-03-25,111,-1,True,False
3783,3783,Alena Test Šťastná,F,2021-01-03,105,-1,True,False
3657,3657,Zdeňka Test Němcová,F,2020-02-20,72,-1,True,False
4530,4530,Nela Test Tichá,F,2018-09-28,-1,-1,False,False
3945,3945,Dominika Test Němcová,F,2021-08-20,34,-1,True,False
1608,1608,Patrik Test Tomáš,M,2022-02-21,51,-1,True,False
937,937,Filip Test Toman,M,2018-12-16,-1,-1,False,False
1896,1896,Vladislav Test Tomáš,M,2022-03-27,97,-1,True,False
2141,2141,Jindřich Test Kadlec,M,2020-11-23,48,-1,True,False
3073,3073,Michaela Test Svobodová,F,2022-02-09,79,-1,True,False
2976,2976,Marcela Test Nováková,F,2020-03-27,80,-1,True,False
510,510,Adam Test Kříž,M,2020-11-30,59,-1,True,False
1903,1903,Vladislav Test Horváth,M,2021-12-03,85,-1,True,False
4543,4543,Nela Test Benešová,F,2021-12-03,66,-1,True,False
2660,2660,Jana Test Jelínková,F,2020-12-15,67,-1,True,False
1450,1450,Vladimír Test Pospíšil,M,2021-01-10,125,-1,True,False
28,28,Jan Test Kratochvíl,M,2022-05-22,49,-1,True,True
883,883,Radek Test Bílý,M,2021-11-11,31,-1,True,False
3059,3059,Marta Test Tomášková,F,2020-12-04,111,-1,True,False
4452,4452,Miloslava Test Havlíčková,F,2021-05-13,18,-1,True,False
4324,4324,Vladimíra Test Černá,F,2021-05-18,106,-1,True,False
2143,2143,Jindřich Test Horváth,M,2021-12-19,77,-1,True,False
1828,1828,Stanislav Test Černý,M,2022-03-22,1,-1,True,False
1826,1826,Stanislav Test Novotný,M,2021-06-13,115,-1,True,False
3669,3669,Zdeňka Test Urbanová,F,2022-01-27,90,-1,True,False
3372,3372,Petra Test Pospíšilová,F,2021-02-12,17,-1,True,False
1765,1765,Matúš Test Pekař,M,2020-09-30,77,-1,True,False
2033,2033,Miloslav Test Růžička,M,2017-11-26,-1,-1,False,False
4078,4078,Gabriela Test Mrázková,F,2021-01-22,10,10,True,False
1602,1602,Patrik Test Beneš,M,2020-09-01,78,-1,True,False
3957,3957,Dominika Test Urbanová,F,2020-11-17,60,-1,True,False
2905,2905,Lucia Test Hlaváčková,F,2019-08-28,-1,-1,False,False
876,876,Radek Test Urban,M,2020-09-17,132,-1,True,False
2998,2998,Marcela Test Hájková,F,2021-08-26,90,-1,True,False
4034,4034,Gabriela Test Novotná,F,2021-01-29,65,-1,True,False
3177,3177,Natálie Test Němcová,F,2022-06-19,0,-1,True,False
1053,1053,Milan Test Hajný,M,2020-09-19,72,-1,True,False
1019,1019,Milan Test Marek,M,2019-06-26,-1,-1,False,False
3191,3191,Natálie Test Pechová,F,2021-06-17,21,-1,True,True
2365,2365,Barbora Test Marešová,F,2018-10-28,-1,-1,False,False
2967,2967,Ludmila Test Šťastná,F,2022-05-30,5,-1,True,False
473,473,Marek Test Málek,M,2020-01-30,17,-1,True,False
308,308,Pavel Test Šimek,M,2021-05-16,41,-1,True,True
1549,1549,Juraj Test Soukup,M,2021-04-21,125,-1,True,False
673,673,Jáchym Test Svoboda,M,2021-01-06,25,-1,True,False
3189,3189,Natálie Test Urbanová,F,2021-08-31,7,-1,True,False
3104,3104,Michaela Test Kopecká,F,2021-03-30,70,-1,True,True
1708,1708,Erik Test Kratochvíl,M,2020-12-11,129,-1,True,False
1435,1435,Igor Test Mareček,M,2021-10-20,17,-1,True,False
1627,1627,Patrik Test Mareček,M,2021-01-23,113,-1,True,False
2187,2187,Josef Test Vlček,M,2021-07-16,52,52,True,False
2731,2731,Karolína Test Málková,F,2020-12-10,132,-1,True,False
1044,1044,Milan Test Staněk,M,2021-02-03,58,-1,True,False
357,357,Lukáš Test Svatoš,M,2021-05-18,131,-1,True,False
4196,4196,Lenka Test Jelínková,F,2021-11-09,87,-1,True,False
3588,3588,Tereza Test Havlíčková,F,2022-07-30,56,-1,True,False
2608,2608,Ivana Test Konečná,F,2022-01-11,23,-1,True,False
4084,4084,Irena Test Černá,F,2022-01-03,54,-1,True,False
3202,3202,Natálie Test Vlčková,F,2022-08-18,13,-1,True,False
4472,4472,Marie Test Horáková,F,2019-09-12,37,-1,True,False
1247,1247,Peter Test Weiss,M,2021-08-08,1,-1,True,False
1421,1421,Igor Test Kadlec,M,2021-10-08,38,-1,True,False
115,115,Tomáš Test Bílý,M,2021-03-11,77,-1,True,False
513,513,Adam Test Janda,M,2020-04-27,0,-1,True,False
4186,4186,Lenka Test Křížová,F,2021-10-22,84,-1,True,False
1234,1234,Peter Test Dušek,M,2019-01-15,-1,-1,False,False
540,540,Jakub Test Urban,M,2020-11-17,105,-1,True,False
811,811,Jaroslav Test Mareček,M,2020-08-01,71,-1,True,False
3164,3164,Monika Test Švadlenková,F,2020-04-29,79,-1,True,False
954,954,Filip Test Švadlenka,M,2021-04-07,115,-1,True,False
4162,4162,Kamila Test Vlčková,F,2021-05-01,23,90,True,False
3722,3722,Zuzana Test Králová,F,2020-10-13,47,-1,True,False
1664,1664,Viktor Test Polák,M,2021-05-18,90,-1,True,False
75,75,Petr Test Vlček,M,2020-02-16,47,-1,True,False
764,764,Radim Test Mach,M,2020-02-19,65,65,True,False
1178,1178,Anton Test Konečný,M,2021-09-09,13,-1,True,False
3694,3694,Zdeňka Test Mrázková,F,2022-07-18,6,-1,True,False
3933,3933,Daniela Test Hajná,F,2020-11-15,37,-1,True,False
2420,2420,Denisa Test Jelínková,F,2022-04-19,71,-1,True,False
1147,1147,Ivan Test Mareček,M,2021-04-04,115,-1,True,False
3761,3761,Alena Test Kadlecová,F,2022-04-06,21,16,True,False
4595,4595,Štěpánka Test Tomášková,F,2021-08-09,81,-1,True,False
3856,3856,Blanka Test Konečná,F,2021-06-06,24,-1,True,False
2125,2125,Jindřich Test Soukup,M,2018-12-03,-1,-1,False,False
2647,2647,Jana Test Veselá,F,2021-05-28,14,-1,True,False
3095,3095,Michaela Test Pechová,F,2020-04-11,125,125,True,False
1355,1355,Richard Test Marek,M,2021-04-24,65,-1,True,False
1193,1193,Anton Test Málek,M,2020-10-20,77,77,True,True
1869,1869,Stanislav Test Hajný,M,2022-02-27,62,-1,True,False
2002,2002,Kamil Test Dušek,M,2022-01-19,33,-1,True,False
340,340,Lukáš Test Černý,M,2019-07-24,-1,-1,False,False
4549,4549,Nela Test Tesařová,F,2019-11-20,117,-1,True,False
3347,3347,Pavlína Test Tomášková,F,2020-01-05,133,-1,True,False
1074,1074,Ján Test Beneš,M,2019-07-12,-1,-1,False,False
1224,1224,Peter Test Tomáš,M,2021-07-30,96,-1,True,False
1692,1692,Erik Test Urban,M,2020-12-01,25,-1,True,False
3342,3342,Pavlína Test Rýdlová,F,2020-11-01,1,-1,True,False
1825,1825,Stanislav Test Svoboda,M,2019-05-04,-1,-1,False,False
1130,1130,Ivan Test Konečný,M,2020-12-02,46,-1,True,False
4262,4262,Stanislava Test Kočová,F,2021-03-04,56,-1,True,False
2258,2258,Štěpán Test Novotný,M,2022-05-01,90,-1,True,False
1459,1459,Vladimír Test Bílý,M,2022-07-06,123,-1,True,False
4491,4491,Marie Test Vondráčková,F,2021-05-05,0,-1,True,False
391,391,David Test Veselý,M,2022-05-31,124,124,True,False
3200,3200,Natálie Test Kopecká,F,2022-05-10,92,-1,True,False
2547,2547,Helena Test Dvořáková,F,2019-04-28,-1,-1,False,False
1797,1797,Samuel Test Svatoš,M,2021-05-29,45,-1,True,False
2507,2507,Hana Test Malá,F,2021-12-10,59,-1,True,False
3229,3229,Nikola Test Marešová,F,2021-04-21,6,-1,True,False
1144,1144,Ivan Test Martínek,M,2020-10-09,67,-1,True,False
3854,3854,Blanka Test Růžičková,F,2021-03-21,38,-1,True,False
1846,1846,Stanislav Test Mareš,M,2021-07-22,116,-1,True,False
3607,3607,Veronika Test Veselá,F,2020-10-07,83,-1,True,False
4161,4161,Kamila Test Křenková,F,2018-11-07,-1,-1,False,False
380,380,Lukáš Test Mach,M,2019-09-27,115,-1,True,False
1508,1508,Štefan Test Šimek,M,2021-12-14,122,-1,True,False
218,218,Martin Test Konečný,M,2019-02-20,-1,-1,False,False
1277,1277,Andrej Test Kadlec,M,2020-08-06,8,-1,True,False
3684,3684,Zdeňka Test Havlíčková,F,2019-04-12,-1,-1,False,False
2341,2341,Anna Test Tesařová,F,2021-08-13,21,-1,True,False
2696,2696,Karolína Test Horáková,F,2022-07-30,11,11,True,False
925,925,Filip Test Soukup,M,2021-04-06,1,-1,True,False
2871,2871,Lenka Test Šťastná,F,2021-07-02,59,-1,True,False
4317,4317,Vladislava Test Hajná,F,2020-11-09,79,-1,True,False
4511,4511,Marie Test Weissová,F,2022-06-28,111,-1,True,False
2472,2472,Eva Test Šimková,F,2018-11-12,-1,-1,False,False
3496,3496,Simona Test Smetanová,F,2020-11-17,24,-1,True,False
4470,4470,Marie Test Kučerová,F,2022-04-23,128,-1,True,True
2226,2226,Karel Test Beneš,M,2021-01-19,4,4,True,False
4195,4195,Lenka Test Matějová,F,2021-05-12,115,-1,True,False
327,327,Pavel Test Starý,M,2021-03-03,65,-1,True,False
69,69,Petr Test Svatoš,M,2021-02-21,113,-1,True,False
711,711,Jáchym Test Starý,M,2020-12-02,54,-1,True,False
3503,3503,Simona Test Weissová,F,2021-11-28,55,-1,True,True
4603,4603,Štěpánka Test Málková,F,2019-09-11,75,-1,True,False
3420,3420,Renata Test Pospíšilová,F,2020-12-23,37,-1,True,False
1929,1929,Vladimír Test Němec,M,2019-06-02,-1,-1,False,False
4141,4141,Kamila Test Marešová,F,2018-11-15,-1,-1,False,False
4600,4600,Štěpánka Test Smetanová,F,2020-12-11,2,-1,True,False
118,118,Tomáš Test Mareš,M,2021-03-16,14,-1,True,False
3092,3092,Michaela Test Jelínková,F,2021-06-09,138,-1,True,False
3204,3204,Natálie Test Havlíčková,F,2020-12-31,71,-1,True,False
1959,1959,Vladimír Test Starý,M,2020-05-04,51,-1,True,False
3793,3793,Andrea Test Svobodová,F,2021-05-16,98,-1,True,False
4328,4328,Vladimíra Test Horáková,F,2020-10-24,92,-1,True,False
4178,4178,Lenka Test Novotná,F,2021-05-28,72,-1,True,False
1794,1794,Samuel Test Beneš,M,2021-12-11,15,-1,True,False
3826,3826,Andrea Test Vlčková,F,2022-07-17,1,-1,True,False
3290,3290,Patricia Test Králová,F,2018-09-01,-1,-1,False,False
2701,2701,Karolína Test Marešová,F,2022-08-16,13,-1,True,False
1916,1916,Vladislav Test Mach,M,2019-07-06,-1,-1,False,False
2604,2604,Ivana Test Pospíšilová,F,2020-12-20,27,-1,True,False
3473,3473,Simona Test Kadlecová,F,2021-06-07,58,-1,True,False
2090,2090,Robin Test Konečný,M,2019-06-21,-1,-1,False,False
2484,2484,Eva Test Havlíčková,F,2022-01-27,40,-1,True,False
283,283,Michal Test Mareček,M,2022-05-12,35,-1,True,False
4490,4490,Marie Test Králová,F,2019-03-09,-1,-1,False,False
3578,3578,Tereza Test Králová,F,2020-07-06,28,-1,True,False
3334,3334,Pavlína Test Hájková,F,2022-06-14,15,-1,True,False
1675,1675,Viktor Test Mareček,M,2022-04-30,66,-1,True,False
4586,4586,Štěpánka Test Králová,F,2018-03-08,-1,-1,False,False
3615,3615,Veronika Test Bílá,F,2020-09-20,41,41,True,False
1958,1958,Vladimír Test Smetana,M,2021-01-15,30,-1,True,False
844,844,Josef Test Kratochvíl,M,2018-07-20,-1,-1,False,False
948,948,Filip Test Staněk,M,2020-07-09,127,-1,True,False
3600,3600,Veronika Test Nováková,F,2021-02-01,77,-1,True,False
1069,1069,Ján Test Soukup,M,2020-12-04,91,-1,True,False
359,359,Lukáš Test Vávra,M,2022-03-08,46,-1,True,False
3579,3579,Tereza Test Vondráčková,F,2020-11-13,109,-1,True,False
2429,2429,Denisa Test Marečková,F,2020-11-23,59,-1,True,False
4572,4572,Štěpánka Test Pospíšilová,F,2020-12-28,125,125,True,False
4516,4516,Nela Test Černá,F,2021-12-02,99,-1,True,False
2073,2073,Robin Test Němec,M,2020-12-04,38,-1,True,False
1080,1080,Ján Test Tomáš,M,2019-12-04,133,133,True,False
833,833,Josef Test Růžička,M,2019-02-12,-1,-1,False,False
3105,3105,Michaela Test Křenková,F,2022-03-02,59,-1,True,False
2107,2107,Robin Test Mareček,M,2018-12-09,-1,-1,False,False
229,229,Martin Test Pekař,M,2020-09-20,65,-1,True,False
951,951,Filip Test Starý,M,2020-01-28,6,-1,True,False
365,365,Lukáš Test Kadlec,M,2020-09-06,26,-1,True,False
508,508,Adam Test Kratochvíl,M,2021-12-08,84,-1,True,False
2330,2330,Anna Test Králová,F,2020-07-14,15,-1,True,False
4310,4310,Vladislava Test Kočová,F,2021-07-14,21,-1,True,False
3773,3773,Alena Test Marečková,F,2020-05-14,91,-1,True,False
2908,2908,Lucia Test Zábranská,F,2021-04-17,120,-1,True,False
583,583,Ondřej Test Veselý,M,2021-07-29,114,-1,True,False
4232,4232,Stanislava Test Horáková,F,2019-08-07,-1,-1,False,False
4399,4399,Květoslava Test Benešová,F,2021-07-09,135,-1,True,False
1522,1522,Štefan Test Dušek,M,2022-01-09,13,-1,True,False
2257,2257,Štěpán Test Svoboda,M,2019-08-12,-1,-1,False,False
729,729,Radim Test Němec,M,2021-06-15,85,-1,True,False
1473,1473,Vladimír Test Janda,M,2019-07-18,-1,-1,False,False
488,488,Adam Test Horák,M,2021-01-16,122,-1,True,False
1361,1361,Richard Test Růžička,M,2021-09-01,40,-1,True,False
3002,3002,Marcela Test Králová,F,2020-11-10,4,-1,True,False
1523,1523,Štefan Test Navrátil,M,2020-12-08,8,8,True,False
3970,3970,Dominika Test Vlčková,F,2022-06-09,73,-1,True,False
4430,4430,Miloslava Test Růžičková,F,2021-07-14,82,82,True,False
3898,3898,Daniela Test Křížová,F,2019-08-29,-1,-1,False,False
2901,2901,Lucia Test Urbanová,F,2021-04-03,13,-1,True,False
3632,3632,Veronika Test Kopecká,F,2020-12-29,92,-1,True,False
3050,3050,Marta Test Králová,F,2020-09-17,34,-1,True,False
2736,2736,Kateřina Test Nováková,F,2020-08-08,46,-1,True,False
507,507,Adam Test Vlček,M,2018-11-11,-1,-1,False,False
4461,4461,Miloslava Test Hajná,F,2021-12-12,71,-1,True,False
3004,3004,Marcela Test Zábranská,F,2021-01-15,48,-1,True,False
2230,2230,Karel Test Mareš,M,2021-10-19,99,-1,True,False
1676,1676,Viktor Test Mach,M,2020-04-28,37,-1,True,False
1868,1868,Stanislav Test Mach,M,2021-09-07,100,-1,True,False
3604,3604,Veronika Test Černá,F,2020-02-15,58,-1,True,False
767,767,Radim Test Weiss,M,2020-12-22,50,-1,True,False
710,710,Jáchym Test Smetana,M,2019-07-09,-1,-1,False,False
2625,2625,Ivana Test Křenková,F,2021-01-18,107,-1,True,True
4189,4189,Lenka Test Marešová,F,2022-04-26,132,-1,True,False
2545,2545,Helena Test Svobodová,F,2021-08-19,107,-1,True,False
