,dite_id,jmeno,pohlavi,datum_narozeni,bydliste_brno,spadova_skolka,skolka_sourozence,prodlouzena_dochazka
942,942,Radek Test Martínek,M,2019-07-28,True,97,-1,False
943,943,Radek Test Málek,M,2020-09-28,True,52,135,False
944,944,Radek Test Švadlenka,M,2021-11-26,True,69,-1,False
945,945,Radek Test Mareček,M,2020-01-19,True,110,-1,False
946,946,Radek Test Ronovský,M,2021-12-31,False,137,-1,False
947,947,Radek Test Hajný,M,2017-08-09,True,98,-1,False
948,948,Radek Test Mrázek,M,2018-11-05,True,63,-1,False
949,949,Radek Test Weiss,M,2020-05-29,True,28,101,False
950,950,Filip Test Novák,M,2020-07-16,False,79,-1,True
951,951,Filip Test Svoboda,M,2021-10-12,True,23,-1,False
952,952,Filip Test Novotný,M,2018-09-02,True,52,-1,False
953,953,Filip Test Dvořák,M,2019-11-19,True,101,-1,False
954,954,Filip Test Černý,M,2021-09-19,True,17,-1,False
955,955,Filip Test Procházka,M,2020-10-28,True,95,-1,False
956,956,Filip Test Kovařík,M,2018-03-16,True,127,-1,False
957,957,Filip Test Veselý,M,2022-03-18,True,83,-1,False
958,958,Filip Test Horák,M,2019-06-06,True,117,-1,False
959,959,Filip Test Němec,M,2020-12-03,True,87,-1,False
960,960,Filip Test Pospíšil,M,2022-04-28,True,20,-1,False
961,961,Filip Test Marek,M,2018-10-15,True,23,-1,False
962,962,Filip Test Urban,M,2021-09-01,True,60,-1,False
963,963,Filip Test Soukup,M,2018-10-06,True,6,-1,False
964,964,Filip Test Hájek,M,2018-05-31,True,24,-1,False
965,965,Filip Test Fiala,M,2019-09-04,True,128,-1,False
966,966,Filip Test Král,M,2018-04-06,True,136,-1,False
967,967,Filip Test Růžička,M,2022-07-05,True,8,-1,False
968,968,Filip Test Beneš,M,2022-01-26,True,138,-1,False
969,969,Filip Test Bílý,M,2022-03-31,True,68,-1,False
970,970,Filip Test Šimek,M,2021-03-01,True,125,-1,False
971,971,Filip Test Svatoš,M,2019-01-24,True,10,-1,False
972,972,Filip Test Mareš,M,2022-01-11,True,102,-1,False
973,973,Filip Test Mach,M,2021-04-26,True,136,76,False
974,974,Filip Test Vávra,M,2020-06-18,True,96,-1,True
975,975,Filip Test Tomáš,M,2018-04-12,True,12,-1,False
976,976,Filip Test Toman,M,2020-03-20,True,107,118,False
977,977,Filip Test Konečný,M,2018-11-16,True,128,-1,False
978,978,Filip Test Vlček,M,2019-09-18,True,63,-1,False
979,979,Filip Test Kratochvíl,M,2019-12-29,True,86,-1,False
980,980,Filip Test Kadlec,M,2019-10-18,True,102,104,False
981,981,Filip Test Kříž,M,2018-06-07,True,122,-1,False
982,982,Filip Test Horváth,M,2019-07-17,True,38,-1,False
983,983,Filip Test Polák,M,2019-03-19,True,20,-1,False
984,984,Filip Test Janda,M,2018-02-15,True,128,-1,False
985,985,Filip Test Dušek,M,2020-05-09,True,82,-1,False
986,986,Filip Test Macháček,M,2022-06-13,True,102,-1,False
987,987,Filip Test Navrátil,M,2022-01-20,True,133,-1,False
988,988,Filip Test Staněk,M,2021-09-25,True,129,-1,False
989,989,Filip Test Pekař,M,2022-06-07,True,15,-1,False
990,990,Filip Test Smetana,M,2018-07-27,True,111,119,False
991,991,Filip Test Starý,M,2017-06-18,True,122,-1,False
992,992,Filip Test Martínek,M,2022-04-10,True,21,-1,False
993,993,Filip Test Málek,M,2021-08-20,True,44,-1,False
994,994,Filip Test Švadlenka,M,2018-06-13,True,28,-1,False
995,995,Filip Test Mareček,M,2020-05-06,False,59,-1,False
996,996,Filip Test Ronovský,M,2017-12-21,True,101,-1,False
997,997,Filip Test Hajný,M,2018-06-15,True,44,9,False
998,998,Filip Test Mrázek,M,2021-10-05,True,58,-1,False
999,999,Filip Test Weiss,M,2021-10-09,True,20,-1,False
1000,1000,Aleš Test Novák,M,2021-12-18,True,21,-1,False
1001,1001,Aleš Test Svoboda,M,2020-01-15,True,108,-1,False
1002,1002,Aleš Test Novotný,M,2018-03-30,True,115,-1,False
1003,1003,Aleš Test Dvořák,M,2020-03-15,True,91,-1,False
1004,1004,Aleš Test Černý,M,2019-04-17,True,137,-1,False
1005,1005,Aleš Test Procházka,M,2018-12-04,True,55,-1,False
1006,1006,Aleš Test Kovařík,M,2020-08-18,True,75,-1,False
1007,1007,Aleš Test Veselý,M,2022-05-09,True,35,-1,False
1008,1008,Aleš Test Horák,M,2021-02-01,True,6,-1,False
1009,1009,Aleš Test Němec,M,2017-11-02,False,3,-1,False
1010,1010,Aleš Test Pospíšil,M,2022-05-19,True,18,-1,False
1011,1011,Aleš Test Marek,M,2022-03-06,True,58,39,False
1012,1012,Aleš Test Urban,M,2019-12-15,True,125,49,False
1013,1013,Aleš Test Soukup,M,2020-03-23,True,52,-1,False
1014,1014,Aleš Test Hájek,M,2020-07-20,False,138,-1,False
1015,1015,Aleš Test Fiala,M,2020-11-15,True,69,-1,True
1016,1016,Aleš Test Král,M,2021-09-02,True,102,128,False
1017,1017,Aleš Test Růžička,M,2020-07-25,True,63,-1,False
1018,1018,Aleš Test Beneš,M,2020-11-07,True,2,-1,False
1019,1019,Aleš Test Bílý,M,2019-07-14,True,118,-1,False
1020,1020,Aleš Test Šimek,M,2020-01-04,True,73,-1,False
1021,1021,Aleš Test Svatoš,M,2018-11-11,True,20,-1,False
1022,1022,Aleš Test Mareš,M,2018-03-29,True,138,-1,False
1023,1023,Aleš Test Mach,M,2018-04-22,False,18,125,False
1024,1024,Aleš Test Vávra,M,2017-10-21,True,36,103,False
1025,1025,Aleš Test Tomáš,M,2020-06-03,True,12,29,False
1026,1026,Aleš Test Toman,M,2022-04-05,True,110,-1,False
1027,1027,Aleš Test Konečný,M,2019-06-09,True,105,-1,False
1028,1028,Aleš Test Vlček,M,2021-11-16,True,98,-1,False
1029,1029,Aleš Test Kratochvíl,M,2018-06-30,True,111,-1,False
1030,1030,Aleš Test Kadlec,M,2017-06-08,True,115,-1,False
1031,1031,Aleš Test Kříž,M,2021-11-08,True,134,-1,False
1032,1032,Aleš Test Horváth,M,2021-11-21,True,54,-1,False
1033,1033,Aleš Test Polák,M,2018-09-21,True,126,-1,False
1034,1034,Aleš Test Janda,M,2021-09-10,True,9,-1,False
1035,1035,Aleš Test Dušek,M,2018-10-04,True,18,-1,False
1036,1036,Aleš Test Macháček,M,2019-03-27,True,45,-1,False
1037,1037,Aleš Test Navrátil,M,2019-02-17,False,56,-1,False
1038,1038,Aleš Test Staněk,M,2019-04-23,True,33,79,False
1039,1039,Aleš Test Pekař,M,2018-09-24,True,54,81,False
1040,1040,Aleš Test Smetana,M,2019-04-20,True,132,-1,False
1041,1041,Aleš Test Starý,M,2021-05-09,True,127,-1,False
1042,1042,Aleš Test Martínek,M,2021-01-24,True,22,-1,False
1043,1043,Aleš Test Málek,M,2021-02-05,True,131,-1,False
1044,1044,Aleš Test Švadlenka,M,2020-07-06,True,46,-1,True
1045,1045,Aleš Test Mareček,M,2021-04-19,True,1,83,False
1046,1046,Aleš Test Ronovský,M,2018-07-21,True,51,-1,False
1047,1047,Aleš Test Hajný,M,2017-07-14,True,29,-1,True
1048,1048,Aleš Test Mrázek,M,2021-12-10,True,44,-1,False
1049,1049,Aleš Test Weiss,M,2022-01-10,True,7,-1,False
1050,1050,Milan Test Novák,M,2018-03-13,True,137,-1,False
1051,1051,Milan Test Svoboda,M,2020-07-30,True,2,-1,False
1052,1052,Milan Test Novotný,M,2017-11-04,False,119,-1,False
1053,1053,Milan Test Dvořák,M,2019-09-15,True,48,-1,False
1054,1054,Milan Test Černý,M,2020-11-30,True,96,-1,False
1055,1055,Milan Test Procházka,M,2020-11-14,True,104,123,False
1056,1056,Milan Test Kovařík,M,2022-01-14,True,102,-1,False
1057,1057,Milan Test Veselý,M,2019-08-18,True,41,-1,False
1058,1058,Milan Test Horák,M,2018-10-14,True,114,-1,True
1059,1059,Milan Test Němec,M,2017-07-01,True,9,-1,False
1060,1060,Milan Test Pospíšil,M,2019-05-06,True,58,-1,False
1061,1061,Milan Test Marek,M,2017-09-04,True,56,-1,False
1062,1062,Milan Test Urban,M,2021-12-07,False,127,-1,False
1063,1063,Milan Test Soukup,M,2020-12-13,True,44,24,False
1064,1064,Milan Test Hájek,M,2019-02-25,True,71,72,False
1065,1065,Milan Test Fiala,M,2022-02-05,True,75,-1,False
1066,1066,Milan Test Král,M,2021-10-30,True,101,-1,False
1067,1067,Milan Test Růžička,M,2021-06-22,True,134,-1,False
1068,1068,Milan Test Beneš,M,2022-03-15,True,22,-1,False
1069,1069,Milan Test Bílý,M,2019-11-27,True,132,-1,False
1070,1070,Milan Test Šimek,M,2018-03-14,True,38,-1,False
1071,1071,Milan Test Svatoš,M,2022-06-17,True,77,-1,False
1072,1072,Milan Test Mareš,M,2021-07-18,True,84,-1,False
1073,1073,Milan Test Mach,M,2020-11-25,True,87,-1,False
1074,1074,Milan Test Vávra,M,2022-04-01,True,17,-1,False
1075,1075,Milan Test Tomáš,M,2019-03-18,True,48,-1,False
1076,1076,Milan Test Toman,M,2018-11-11,True,115,-1,False
1077,1077,Milan Test Konečný,M,2021-05-28,True,94,-1,False
1078,1078,Milan Test Vlček,M,2017-09-06,True,29,-1,False
1079,1079,Milan Test Kratochvíl,M,2020-01-05,True,30,-1,True
1080,1080,Milan Test Kadlec,M,2022-03-27,True,23,-1,False
1081,1081,Milan Test Kříž,M,2020-02-20,True,117,105,False
1082,1082,Milan Test Horváth,M,2018-05-28,True,53,-1,False
1083,1083,Milan Test Polák,M,2021-06-23,True,92,-1,False
1084,1084,Milan Test Janda,M,2019-01-26,True,56,-1,False
1085,1085,Milan Test Dušek,M,2017-11-05,True,107,-1,False
1086,1086,Milan Test Macháček,M,2018-08-15,True,65,-1,False
1087,1087,Milan Test Navrátil,M,2020-10-07,True,91,-1,False
1088,1088,Milan Test Staněk,M,2021-06-10,True,68,-1,False
1089,1089,Milan Test Pekař,M,2017-12-26,True,2,-1,False
1090,1090,Milan Test Smetana,M,2022-08-16,True,133,-1,False
1091,1091,Milan Test Starý,M,2017-09-10,True,4,-1,False
1092,1092,Milan Test Martínek,M,2020-10-10,True,85,-1,False
1093,1093,Milan Test Málek,M,2019-03-26,True,53,-1,False
1094,1094,Milan Test Švadlenka,M,2021-09-06,True,87,-1,False
1095,1095,Milan Test Mareček,M,2020-11-21,True,64,-1,False
1096,1096,Milan Test Ronovský,M,2020-11-18,True,93,-1,False
1097,1097,Milan Test Hajný,M,2022-05-23,True,28,-1,False
1098,1098,Milan Test Mrázek,M,2021-08-29,True,137,-1,False
1099,1099,Milan Test Weiss,M,2019-03-25,True,53,-1,False
1100,1100,Ján Test Novák,M,2018-11-04,True,130,137,False
1101,1101,Ján Test Svoboda,M,2017-07-06,True,0,-1,False
1102,1102,Ján Test Novotný,M,2017-07-07,True,84,-1,False
1103,1103,Ján Test Dvořák,M,2020-05-31,True,112,-1,False
1104,1104,Ján Test Černý,M,2022-04-26,True,77,-1,False
1105,1105,Ján Test Procházka,M,2020-04-08,True,32,-1,False
1106,1106,Ján Test Kovařík,M,2019-07-18,True,107,-1,False
1107,1107,Ján Test Veselý,M,2018-06-16,True,68,-1,False
1108,1108,Ján Test Horák,M,2018-02-04,True,50,-1,False
1109,1109,Ján Test Němec,M,2018-12-01,True,94,117,False
1110,1110,Ján Test Pospíšil,M,2017-06-03,True,102,-1,False
1111,1111,Ján Test Marek,M,2018-02-02,True,58,-1,False
1112,1112,Ján Test Urban,M,2021-11-23,True,55,-1,False
1113,1113,Ján Test Soukup,M,2017-08-27,True,68,-1,False
1114,1114,Ján Test Hájek,M,2018-02-08,True,30,-1,False
1115,1115,Ján Test Fiala,M,2020-07-13,True,83,-1,False
1116,1116,Ján Test Král,M,2019-11-15,True,107,-1,False
1117,1117,Ján Test Růžička,M,2019-11-14,True,54,-1,False
1118,1118,Ján Test Beneš,M,2020-06-04,True,23,-1,False
1119,1119,Ján Test Bílý,M,2019-12-03,True,36,-1,False
1120,1120,Ján Test Šimek,M,2017-09-04,False,52,-1,False
1121,1121,Ján Test Svatoš,M,2022-03-26,True,113,-1,False
1122,1122,Ján Test Mareš,M,2022-05-22,True,87,-1,False
1123,1123,Ján Test Mach,M,2019-10-29,True,68,-1,False
1124,1124,Ján Test Vávra,M,2021-05-14,True,82,-1,False
1125,1125,Ján Test Tomáš,M,2020-03-28,True,132,-1,False
1126,1126,Ján Test Toman,M,2019-07-20,True,90,-1,False
1127,1127,Ján Test Konečný,M,2018-08-12,True,26,-1,False
1128,1128,Ján Test Vlček,M,2019-07-09,True,121,-1,False
1129,1129,Ján Test Kratochvíl,M,2019-08-22,True,70,53,False
1130,1130,Ján Test Kadlec,M,2019-03-08,True,25,-1,False
1131,1131,Ján Test Kříž,M,2021-01-06,True,69,-1,False
1132,1132,Ján Test Horváth,M,2020-06-20,False,91,-1,False
1133,1133,Ján Test Polák,M,2022-02-26,True,16,-1,False
1134,1134,Ján Test Janda,M,2021-03-20,True,0,-1,False
1135,1135,Ján Test Dušek,M,2022-02-07,True,40,-1,False
1136,1136,Ján Test Macháček,M,2018-03-08,True,93,-1,False
1137,1137,Ján Test Navrátil,M,2018-07-27,True,4,95,False
1138,1138,Ján Test Staněk,M,2019-09-27,True,72,-1,False
1139,1139,Ján Test Pekař,M,2019-08-26,True,102,-1,False
1140,1140,Ján Test Smetana,M,2021-01-11,True,86,129,False
1141,1141,Ján Test Starý,M,2017-09-08,True,50,52,False
1142,1142,Ján Test Martínek,M,2019-10-20,False,136,-1,False
1143,1143,Ján Test Málek,M,2022-01-06,True,10,-1,False
1144,1144,Ján Test Švadlenka,M,2021-06-09,True,7,-1,False
1145,1145,Ján Test Mareček,M,2017-07-16,True,51,-1,False
1146,1146,Ján Test Ronovský,M,2018-06-30,True,103,-1,False
1147,1147,Ján Test Hajný,M,2020-11-18,True,86,-1,False
1148,1148,Ján Test Mrázek,M,2018-08-12,True,8,-1,False
1149,1149,Ján Test Weiss,M,2022-06-15,True,117,-1,True
1150,1150,Jozef Test Novák,M,2019-12-29,True,58,-1,False
1151,1151,Jozef Test Svoboda,M,2022-03-11,True,25,-1,False
1152,1152,Jozef Test Novotný,M,2019-01-28,True,55,-1,False
1153,1153,Jozef Test Dvořák,M,2017-11-04,True,29,-1,False
1154,1154,Jozef Test Černý,M,2020-05-31,True,110,-1,False
1155,1155,Jozef Test Procházka,M,2018-07-08,True,136,-1,False
1156,1156,Jozef Test Kovařík,M,2017-12-31,True,7,-1,False
1157,1157,Jozef Test Veselý,M,2021-08-15,True,93,-1,False
1158,1158,Jozef Test Horák,M,2020-07-25,True,40,55,False
1159,1159,Jozef Test Němec,M,2017-12-28,True,5,-1,False
1160,1160,Jozef Test Pospíšil,M,2019-09-03,True,23,-1,False
1161,1161,Jozef Test Marek,M,2021-05-10,True,27,-1,False
1162,1162,Jozef Test Urban,M,2017-09-05,True,76,105,False
1163,1163,Jozef Test Soukup,M,2018-12-30,True,16,-1,False
1164,1164,Jozef Test Hájek,M,2018-02-12,True,9,-1,False
1165,1165,Jozef Test Fiala,M,2021-05-16,True,41,-1,False
1166,1166,Jozef Test Král,M,2020-01-09,True,101,-1,False
1167,1167,Jozef Test Růžička,M,2021-06-03,True,94,-1,False
1168,1168,Jozef Test Beneš,M,2019-01-21,True,123,120,False
1169,1169,Jozef Test Bílý,M,2019-07-20,True,83,-1,False
1170,1170,Jozef Test Šimek,M,2018-01-09,True,102,-1,False
1171,1171,Jozef Test Svatoš,M,2022-07-31,True,102,-1,False
1172,1172,Jozef Test Mareš,M,2020-02-11,True,97,-1,False
1173,1173,Jozef Test Mach,M,2018-07-11,True,131,-1,False
1174,1174,Jozef Test Vávra,M,2019-06-24,True,52,-1,False
1175,1175,Jozef Test Tomáš,M,2021-03-24,True,128,-1,False
1176,1176,Jozef Test Toman,M,2017-09-04,True,42,-1,False
1177,1177,Jozef Test Konečný,M,2020-02-11,True,21,-1,False
1178,1178,Jozef Test Vlček,M,2020-02-19,True,105,-1,False
1179,1179,Jozef Test Kratochvíl,M,2020-10-07,True,135,-1,False
1180,1180,Jozef Test Kadlec,M,2019-11-24,True,132,-1,False
1181,1181,Jozef Test Kříž,M,2021-07-09,True,65,-1,False
1182,1182,Jozef Test Horváth,M,2018-07-15,True,92,28,False
1183,1183,Jozef Test Polák,M,2018-07-27,True,100,-1,False
1184,1184,Jozef Test Janda,M,2022-08-30,True,132,-1,False
1185,1185,Jozef Test Dušek,M,2020-01-23,True,33,-1,False
1186,1186,Jozef Test Macháček,M,2018-06-01,True,97,-1,False
1187,1187,Jozef Test Navrátil,M,2022-03-30,True,6,-1,False
1188,1188,Jozef Test Staněk,M,2019-10-19,True,42,-1,False
1189,1189,Jozef Test Pekař,M,2017-12-28,True,48,109,False
1190,1190,Jozef Test Smetana,M,2017-07-30,True,45,-1,False
1191,1191,Jozef Test Starý,M,2019-07-17,True,110,-1,False
1192,1192,Jozef Test Martínek,M,2019-02-15,True,80,-1,False
1193,1193,Jozef Test Málek,M,2020-03-06,True,24,-1,False
1194,1194,Jozef Test Švadlenka,M,2021-02-04,True,25,-1,False
1195,1195,Jozef Test Mareček,M,2021-04-01,True,119,9,False
1196,1196,Jozef Test Ronovský,M,2019-09-01,True,103,-1,False
1197,1197,Jozef Test Hajný,M,2019-01-04,True,2,-1,False
1198,1198,Jozef Test Mrázek,M,2018-07-11,True,136,33,True
1199,1199,Jozef Test Weiss,M,2019-03-16,True,76,-1,False
1200,1200,Ivan Test Novák,M,2018-03-24,True,133,-1,False
1201,1201,Ivan Test Svoboda,M,2018-08-15,True,131,-1,False
1202,1202,Ivan Test Novotný,M,2021-02-19,True,20,-1,False
1203,1203,Ivan Test Dvořák,M,2018-11-05,True,76,-1,False
1204,1204,Ivan Test Černý,M,2019-11-05,True,39,95,False
1205,1205,Ivan Test Procházka,M,2020-09-27,True,116,-1,False
1206,1206,Ivan Test Kovařík,M,2018-12-30,True,27,-1,False
1207,1207,Ivan Test Veselý,M,2019-09-07,False,60,-1,False
1208,1208,Ivan Test Horák,M,2017-12-16,True,61,97,False
1209,1209,Ivan Test Němec,M,2022-06-13,True,45,-1,False
1210,1210,Ivan Test Pospíšil,M,2020-07-10,True,3,-1,False
1211,1211,Ivan Test Marek,M,2021-08-21,True,30,-1,False
1212,1212,Ivan Test Urban,M,2021-12-19,True,54,-1,False
1213,1213,Ivan Test Soukup,M,2020-12-16,True,108,-1,False
1214,1214,Ivan Test Hájek,M,2017-11-02,True,15,-1,False
1215,1215,Ivan Test Fiala,M,2020-03-30,True,126,-1,False
1216,1216,Ivan Test Král,M,2020-02-03,True,69,-1,False
1217,1217,Ivan Test Růžička,M,2020-12-23,True,17,-1,False
1218,1218,Ivan Test Beneš,M,2018-10-04,True,8,-1,False
1219,1219,Ivan Test Bílý,M,2021-10-25,True,135,-1,False
1220,1220,Ivan Test Šimek,M,2017-08-14,True,3,-1,False
1221,1221,Ivan Test Svatoš,M,2018-04-22,True,69,-1,False
1222,1222,Ivan Test Mareš,M,2019-10-31,True,111,-1,False
1223,1223,Ivan Test Mach,M,2018-06-23,True,72,-1,False
1224,1224,Ivan Test Vávra,M,2021-05-01,True,111,-1,False
1225,1225,Ivan Test Tomáš,M,2018-05-17,True,67,-1,False
1226,1226,Ivan Test Toman,M,2019-10-04,True,9,-1,False
1227,1227,Ivan Test Konečný,M,2021-12-01,True,35,4,False
1228,1228,Ivan Test Vlček,M,2022-01-24,True,97,-1,True
1229,1229,Ivan Test Kratochvíl,M,2019-03-24,True,41,59,False
1230,1230,Ivan Test Kadlec,M,2019-06-18,True,78,81,False
1231,1231,Ivan Test Kříž,M,2017-08-10,True,128,-1,False
1232,1232,Ivan Test Horváth,M,2019-07-04,True,3,-1,False
1233,1233,Ivan Test Polák,M,2020-12-07,True,47,-1,False
1234,1234,Ivan Test Janda,M,2018-01-06,True,4,-1,False
1235,1235,Ivan Test Dušek,M,2021-01-24,True,107,-1,False
1236,1236,Ivan Test Macháček,M,2018-08-05,True,122,-1,False
1237,1237,Ivan Test Navrátil,M,2017-09-11,True,79,-1,False
1238,1238,Ivan Test Staněk,M,2019-01-03,True,18,-1,False
1239,1239,Ivan Test Pekař,M,2020-04-07,True,114,-1,False
1240,1240,Ivan Test Smetana,M,2020-09-29,True,54,-1,False
1241,1241,Ivan Test Starý,M,2017-10-03,True,88,-1,False
1242,1242,Ivan Test Martínek,M,2018-10-19,True,96,-1,False
1243,1243,Ivan Test Málek,M,2021-02-23,True,68,-1,False
1244,1244,Ivan Test Švadlenka,M,2020-08-13,True,101,-1,False
1245,1245,Ivan Test Mareček,M,2017-11-13,True,76,-1,False
1246,1246,Ivan Test Ronovský,M,2019-12-20,True,10,47,False
1247,1247,Ivan Test Hajný,M,2021-05-07,True,95,-1,False
1248,1248,Ivan Test Mrázek,M,2021-02-14,True,85,-1,False
1249,1249,Ivan Test Weiss,M,2022-04-07,True,21,-1,False
1250,1250,Anton Test Novák,M,2022-04-08,True,137,-1,False
1251,1251,Anton Test Svoboda,M,2019-01-09,True,138,-1,False
1252,1252,Anton Test Novotný,M,2018-05-15,True,68,-1,False
1253,1253,Anton Test Dvořák,M,2022-08-13,True,27,-1,False
1254,1254,Anton Test Černý,M,2017-06-29,True,106,53,False
1255,1255,Anton Test Procházka,M,2018-07-24,True,113,-1,False
1256,1256,Anton Test Kovařík,M,2021-08-09,True,85,-1,False
1257,1257,Anton Test Veselý,M,2018-06-30,True,15,-1,False
1258,1258,Anton Test Horák,M,2019-04-09,True,68,-1,False
1259,1259,Anton Test Němec,M,2021-12-04,True,29,-1,False
1260,1260,Anton Test Pospíšil,M,2018-07-26,True,99,-1,False
1261,1261,Anton Test Marek,M,2017-09-11,True,92,-1,False
1262,1262,Anton Test Urban,M,2020-11-20,True,125,-1,False
1263,1263,Anton Test Soukup,M,2022-06-13,True,31,-1,False
1264,1264,Anton Test Hájek,M,2019-07-16,True,15,-1,False
1265,1265,Anton Test Fiala,M,2018-10-30,True,82,-1,False
1266,1266,Anton Test Král,M,2019-10-27,True,55,-1,False
1267,1267,Anton Test Růžička,M,2017-12-04,True,100,-1,False
1268,1268,Anton Test Beneš,M,2019-07-31,False,135,-1,False
1269,1269,Anton Test Bílý,M,2020-07-10,False,9,-1,False
1270,1270,Anton Test Šimek,M,2022-07-27,True,100,-1,False
1271,1271,Anton Test Svatoš,M,2020-02-16,True,14,-1,False
1272,1272,Anton Test Mareš,M,2021-10-21,True,94,-1,True
1273,1273,Anton Test Mach,M,2021-12-06,True,133,-1,False
1274,1274,Anton Test Vávra,M,2020-02-04,True,90,-1,False
1275,1275,Anton Test Tomáš,M,2021-02-06,True,65,-1,False
1276,1276,Anton Test Toman,M,2017-07-27,True,73,-1,False
1277,1277,Anton Test Konečný,M,2020-05-02,True,100,-1,False
1278,1278,Anton Test Vlček,M,2017-11-24,True,80,-1,False
1279,1279,Anton Test Kratochvíl,M,2017-09-11,True,33,-1,False
1280,1280,Anton Test Kadlec,M,2018-10-04,True,53,-1,False
1281,1281,Anton Test Kříž,M,2020-10-29,True,136,121,False
1282,1282,Anton Test Horváth,M,2017-12-25,True,84,-1,False
1283,1283,Anton Test Polák,M,2020-08-17,True,75,-1,False
1284,1284,Anton Test Janda,M,2020-04-21,True,7,-1,False
1285,1285,Anton Test Dušek,M,2021-10-23,True,41,-1,False
1286,1286,Anton Test Macháček,M,2017-12-07,True,136,-1,False
1287,1287,Anton Test Navrátil,M,2017-07-07,True,58,-1,False
1288,1288,Anton Test Staněk,M,2019-01-24,True,122,-1,False
1289,1289,Anton Test Pekař,M,2022-07-13,True,75,-1,False
1290,1290,Anton Test Smetana,M,2020-08-13,True,59,-1,False
1291,1291,Anton Test Starý,M,2020-08-07,True,61,42,False
1292,1292,Anton Test Martínek,M,2018-07-09,True,9,-1,False
1293,1293,Anton Test Málek,M,2017-09-07,True,130,-1,False
1294,1294,Anton Test Švadlenka,M,2022-05-25,True,81,-1,False
1295,1295,Anton Test Mareček,M,2022-04-26,True,54,-1,False
1296,1296,Anton Test Ronovský,M,2021-07-04,False,136,-1,False
1297,1297,Anton Test Hajný,M,2019-05-25,True,82,-1,False
1298,1298,Anton Test Mrázek,M,2020-01-26,True,41,95,False
1299,1299,Anton Test Weiss,M,2021-10-09,True,73,-1,False
1300,1300,Peter Test Novák,M,2018-09-26,True,87,-1,False
1301,1301,Peter Test Svoboda,M,2019-07-04,True,116,135,False
1302,1302,Peter Test Novotný,M,2019-07-10,True,93,-1,False
1303,1303,Peter Test Dvořák,M,2018-09-15,True,106,29,False
1304,1304,Peter Test Černý,M,2017-07-25,True,20,-1,False
1305,1305,Peter Test Procházka,M,2020-12-30,True,22,-1,False
1306,1306,Peter Test Kovařík,M,2020-08-10,True,87,-1,False
1307,1307,Peter Test Veselý,M,2022-06-07,True,98,-1,False
1308,1308,Peter Test Horák,M,2019-02-14,True,127,-1,False
1309,1309,Peter Test Němec,M,2018-06-28,True,63,-1,False
1310,1310,Peter Test Pospíšil,M,2022-05-25,True,1,-1,False
1311,1311,Peter Test Marek,M,2020-02-17,True,5,-1,False
1312,1312,Peter Test Urban,M,2021-11-03,True,12,-1,False
1313,1313,Peter Test Soukup,M,2021-09-01,True,33,-1,False
1314,1314,Peter Test Hájek,M,2021-06-19,True,132,-1,False
1315,1315,Peter Test Fiala,M,2022-06-14,True,36,-1,False
1316,1316,Peter Test Král,M,2020-12-16,True,38,-1,False
1317,1317,Peter Test Růžička,M,2021-03-26,True,39,-1,False
1318,1318,Peter Test Beneš,M,2022-06-07,True,101,133,False
1319,1319,Peter Test Bílý,M,2021-03-23,True,130,-1,False
1320,1320,Peter Test Šimek,M,2019-03-08,True,50,-1,False
1321,1321,Peter Test Svatoš,M,2020-09-19,True,114,-1,False
1322,1322,Peter Test Mareš,M,2018-06-27,True,56,-1,False
1323,1323,Peter Test Mach,M,2018-01-10,True,87,-1,False
1324,1324,Peter Test Vávra,M,2020-08-30,True,137,-1,False
1325,1325,Peter Test Tomáš,M,2020-08-16,True,63,-1,False
1326,1326,Peter Test Toman,M,2018-10-14,True,29,-1,False
1327,1327,Peter Test Konečný,M,2020-08-21,True,117,-1,False
1328,1328,Peter Test Vlček,M,2022-06-25,True,111,-1,False
1329,1329,Peter Test Kratochvíl,M,2018-08-19,True,45,78,True
1330,1330,Peter Test Kadlec,M,2017-08-28,True,76,-1,False
1331,1331,Peter Test Kříž,M,2021-02-11,True,33,-1,False
1332,1332,Peter Test Horváth,M,2019-02-24,True,66,-1,False
1333,1333,Peter Test Polák,M,2022-02-11,True,106,-1,False
1334,1334,Peter Test Janda,M,2021-07-20,True,94,-1,False
1335,1335,Peter Test Dušek,M,2017-12-31,True,137,-1,False
1336,1336,Peter Test Macháček,M,2019-07-03,True,33,17,False
1337,1337,Peter Test Navrátil,M,2017-09-23,True,113,-1,False
1338,1338,Peter Test Staněk,M,2022-04-22,True,137,-1,False
1339,1339,Peter Test Pekař,M,2018-11-11,True,51,21,False
1340,1340,Peter Test Smetana,M,2017-06-10,True,85,-1,False
1341,1341,Peter Test Starý,M,2021-06-26,True,49,-1,False
1342,1342,Peter Test Martínek,M,2022-05-28,True,134,-1,False
1343,1343,Peter Test Málek,M,2022-02-15,True,22,-1,True
1344,1344,Peter Test Švadlenka,M,2021-09-09,True,121,-1,False
1345,1345,Peter Test Mareček,M,2018-07-04,False,95,-1,False
1346,1346,Peter Test Ronovský,M,2019-09-05,True,70,-1,False
1347,1347,Peter Test Hajný,M,2019-06-29,True,105,-1,False
1348,1348,Peter Test Mrázek,M,2020-12-09,True,137,-1,False
1349,1349,Peter Test Weiss,M,2021-09-21,True,100,-1,False
1350,1350,Andrej Test Novák,M,2019-12-03,True,34,-1,False
