,id_dite,jmeno,pohlavi,datum_narozeni,vek,vek_dny_srpen31,body_za_vek_roky,body_za_vek_dny,spadova_skolka,skolka_sourozence,bydliste_brno,prioritni_vek,prodlouzena_dochazka
652,652,Jaroslav Urban,M,2019-04-23,4,129,2040,2.58,0,,True,True,False
653,653,Jaroslav Soukup,M,2019-11-13,3,-75,2000,0.0,0,,True,True,False
654,654,Jaroslav Hájek,M,2020-01-02,3,241,2000,4.82,3,,True,True,False
655,655,Jaroslav Fiala,M,2017-07-23,6,38,2120,0.76,3,,True,True,False
656,656,Jaroslav Král,M,2018-04-25,5,127,2080,2.54,2,,True,True,False
657,657,Jaroslav Růžička,M,2017-06-13,6,78,2120,1.56,2,,True,True,False
658,658,Jaroslav Beneš,M,2016-09-18,6,-19,2120,0.0,0,,True,True,False
659,659,Jaroslav Bílý,M,2020-04-17,3,135,2000,2.7,0,,True,True,False
660,660,Jaroslav Šimek,M,2016-12-05,6,-97,2120,0.0,3,,True,True,False
661,661,Jaroslav Svatoš,M,2020-04-21,3,131,2000,2.62,3,,True,True,False
662,662,Jaroslav Mareš,M,2021-05-16,2,106,0,2.12,3,,True,False,False
663,663,Jaroslav Mach,M,2017-10-07,5,-38,2080,0.0,0,,True,True,False
664,664,Jaroslav Vávra,M,2018-09-18,4,-19,2040,0.0,1,,True,True,False
665,665,Jaroslav Tomáš,M,2018-08-10,5,20,2080,0.4,2,3.0,True,True,False
666,666,Jaroslav Toman,M,2019-06-12,4,79,2040,1.58,1,,True,True,False
667,667,Jaroslav Konečný,M,2016-09-24,6,-25,2120,0.0,0,,True,True,False
668,668,Jaroslav Vlček,M,2016-07-21,7,40,2160,0.8,2,3.0,True,False,False
669,669,Jaroslav Kratochvíl,M,2019-04-20,4,132,2040,2.64,1,,True,True,True
670,670,Jaroslav Kadlec,M,2020-06-02,3,89,2000,1.78,3,,True,True,False
671,671,Jaroslav Kříž,M,2018-06-27,5,64,2080,1.28,0,,True,True,False
672,672,Jaroslav Horváth,M,2016-08-06,7,24,2160,0.48,0,,True,False,False
673,673,Jaroslav Polák,M,2021-02-10,2,201,0,4.0200000000000005,1,,True,False,False
674,674,Jaroslav Janda,M,2020-12-20,2,-112,1000,0.0,3,,True,False,False
675,675,Jaroslav Dušek,M,2021-08-29,2,1,0,0.02,2,,True,False,False
676,676,Jaroslav Macháček,M,2020-04-18,3,134,2000,2.68,2,,True,True,False
677,677,Jaroslav Navrátil,M,2021-07-13,2,48,0,0.96,2,,True,False,False
678,678,Jaroslav Staněk,M,2020-09-12,2,-13,1000,0.0,0,,True,False,False
679,679,Jaroslav Pekař,M,2019-03-12,4,171,2040,3.42,3,,True,True,False
680,680,Josef Novák,M,2017-02-02,6,209,2120,4.18,3,,True,True,False
681,681,Josef Svoboda,M,2020-11-14,2,-76,1000,0.0,2,,True,False,False
682,682,Josef Novotný,M,2017-10-13,5,-44,2080,0.0,1,,True,True,False
683,683,Josef Dvořák,M,2021-05-29,2,93,0,1.86,2,,True,False,False
684,684,Josef Černý,M,2021-06-28,2,63,0,1.26,3,,False,False,False
685,685,Josef Procházka,M,2016-08-16,7,14,2160,0.28,2,,True,False,False
686,686,Josef Kovařík,M,2019-12-09,3,-101,2000,0.0,2,,True,True,False
687,687,Josef Veselý,M,2018-11-14,4,-76,2040,0.0,1,,True,True,False
688,688,Josef Horák,M,2016-06-05,7,86,2160,1.72,3,,True,False,False
689,689,Josef Němec,M,2016-09-26,6,-27,2120,0.0,1,,True,True,False
690,690,Josef Pospíšil,M,2020-07-11,3,50,2000,1.0,2,,True,True,False
691,691,Josef Marek,M,2016-11-05,6,-67,2120,0.0,0,,True,True,False
692,692,Josef Urban,M,2020-07-26,3,35,2000,0.7000000000000001,2,,True,True,False
693,693,Josef Soukup,M,2016-12-18,6,-110,2120,0.0,2,,True,True,False
694,694,Josef Hájek,M,2016-08-15,7,15,2160,0.3,3,,True,False,False
695,695,Josef Fiala,M,2021-07-29,2,32,0,0.64,1,,True,False,False
696,696,Josef Král,M,2018-02-06,5,205,2080,4.1,1,,True,True,False
697,697,Josef Růžička,M,2018-09-04,4,-5,2040,0.0,1,,True,True,False
698,698,Josef Beneš,M,2020-08-03,3,27,2000,0.54,0,,True,True,False
699,699,Josef Bílý,M,2018-01-07,5,235,2080,4.7,0,,True,True,False
700,700,Josef Šimek,M,2019-12-13,3,-105,2000,0.0,2,,False,True,False
701,701,Josef Svatoš,M,2016-08-13,7,17,2160,0.34,2,,True,False,False
702,702,Josef Mareš,M,2016-10-15,6,-46,2120,0.0,3,,True,True,False
703,703,Josef Mach,M,2017-08-31,5,-1,2080,0.0,1,,True,True,False
704,704,Josef Vávra,M,2019-10-15,3,-46,2000,0.0,3,,True,True,False
705,705,Josef Tomáš,M,2019-05-03,4,119,2040,2.38,0,,True,True,False
706,706,Josef Toman,M,2020-09-18,2,-19,1000,0.0,1,,True,False,False
707,707,Josef Konečný,M,2016-10-31,6,-62,2120,0.0,2,,True,True,False
708,708,Josef Vlček,M,2020-12-26,2,-118,1000,0.0,1,,True,False,False
709,709,Josef Kratochvíl,M,2020-02-27,3,185,2000,3.7,1,,True,True,False
710,710,Josef Kadlec,M,2017-08-17,6,13,2120,0.26,1,,True,True,False
711,711,Josef Kříž,M,2018-11-08,4,-70,2040,0.0,2,,True,True,False
712,712,Josef Horváth,M,2017-03-26,6,157,2120,3.14,2,,True,True,False
713,713,Josef Polák,M,2019-07-30,4,31,2040,0.62,0,,True,True,False
714,714,Josef Janda,M,2018-05-10,5,112,2080,2.24,1,,True,True,False
715,715,Josef Dušek,M,2019-12-23,3,-115,2000,0.0,1,,True,True,False
716,716,Josef Macháček,M,2017-12-03,5,-95,2080,0.0,1,,True,True,False
717,717,Josef Navrátil,M,2020-02-11,3,201,2000,4.0200000000000005,1,,True,True,False
718,718,Josef Staněk,M,2018-01-28,5,214,2080,4.28,0,,True,True,False
719,719,Josef Pekař,M,2019-01-26,4,216,2040,4.32,0,,True,True,False
720,720,Radek Novák,M,2019-03-13,4,170,2040,3.4,0,,True,True,False
721,721,Radek Svoboda,M,2018-09-08,4,-9,2040,0.0,0,,True,True,False
722,722,Radek Novotný,M,2021-08-16,2,14,0,0.28,2,,True,False,False
723,723,Radek Dvořák,M,2018-08-26,5,4,2080,0.08,2,,True,True,False
724,724,Radek Černý,M,2019-04-16,4,136,2040,2.72,0,,True,True,False
725,725,Radek Procházka,M,2020-09-28,2,-29,1000,0.0,2,,True,False,False
726,726,Radek Kovařík,M,2017-06-05,6,86,2120,1.72,1,,True,True,False
727,727,Radek Veselý,M,2020-04-14,3,138,2000,2.7600000000000002,1,,True,True,False
728,728,Radek Horák,M,2020-02-06,3,206,2000,4.12,0,,True,True,False
729,729,Radek Němec,M,2020-08-14,3,16,2000,0.32,1,,True,True,False
730,730,Radek Pospíšil,M,2016-08-18,7,12,2160,0.24,0,,True,False,False
731,731,Radek Marek,M,2018-03-06,5,177,2080,3.54,3,,True,True,False
732,732,Radek Urban,M,2016-07-11,7,50,2160,1.0,3,,True,False,False
733,733,Radek Soukup,M,2021-08-25,2,5,0,0.1,3,,True,False,False
734,734,Radek Hájek,M,2021-04-29,2,123,0,2.46,1,,True,False,False
735,735,Radek Fiala,M,2021-04-21,2,131,0,2.62,2,,True,False,False
736,736,Radek Král,M,2019-11-12,3,-74,2000,0.0,3,,True,True,False
737,737,Radek Růžička,M,2017-04-10,6,142,2120,2.84,0,,True,True,False
738,738,Radek Beneš,M,2018-10-07,4,-38,2040,0.0,2,,True,True,False
739,739,Radek Bílý,M,2018-10-30,4,-61,2040,0.0,1,,True,True,False
740,740,Radek Šimek,M,2018-05-02,5,120,2080,2.4,1,1.0,True,True,False
741,741,Radek Svatoš,M,2018-04-03,5,149,2080,2.98,3,,True,True,False
742,742,Radek Mareš,M,2020-05-06,3,116,2000,2.32,3,,True,True,False
743,743,Radek Mach,M,2018-08-05,5,25,2080,0.5,2,,True,True,False
744,744,Radek Vávra,M,2017-04-03,6,149,2120,2.98,1,,True,True,False
745,745,Radek Tomáš,M,2020-03-17,3,166,2000,3.3200000000000003,3,,True,True,False
746,746,Radek Toman,M,2018-08-12,5,18,2080,0.36,1,,True,True,False
747,747,Radek Konečný,M,2016-11-18,6,-80,2120,0.0,3,2.0,True,True,False
748,748,Radek Vlček,M,2021-06-19,2,72,0,1.44,1,,True,False,False
749,749,Radek Kratochvíl,M,2018-04-26,5,126,2080,2.52,0,,False,True,False
750,750,Radek Kadlec,M,2018-06-15,5,76,2080,1.52,3,,True,True,False
751,751,Radek Kříž,M,2016-10-08,6,-39,2120,0.0,1,,True,True,False
752,752,Radek Horváth,M,2019-11-04,3,-66,2000,0.0,1,,True,True,True
753,753,Radek Polák,M,2018-04-03,5,149,2080,2.98,0,,True,True,False
754,754,Radek Janda,M,2018-04-02,5,150,2080,3.0,3,,True,True,False
755,755,Radek Dušek,M,2017-02-21,6,190,2120,3.8000000000000003,3,,True,True,False
756,756,Radek Macháček,M,2018-11-03,4,-65,2040,0.0,3,,True,True,False
757,757,Radek Navrátil,M,2017-08-11,6,19,2120,0.38,2,,True,True,False
758,758,Radek Staněk,M,2016-11-10,6,-72,2120,0.0,0,,True,True,False
759,759,Radek Pekař,M,2021-04-04,2,148,0,2.96,0,,True,False,False
760,760,Filip Novák,M,2016-07-29,7,32,2160,0.64,1,,True,False,False
761,761,Filip Svoboda,M,2018-06-22,5,69,2080,1.3800000000000001,1,,True,True,False
762,762,Filip Novotný,M,2018-03-03,5,180,2080,3.6,1,1.0,True,True,False
763,763,Filip Dvořák,M,2019-12-03,3,-95,2000,0.0,3,,True,True,False
764,764,Filip Černý,M,2021-06-05,2,86,0,1.72,2,,True,False,False
765,765,Filip Procházka,M,2017-01-25,6,217,2120,4.34,2,,True,True,False
766,766,Filip Kovařík,M,2017-05-16,6,106,2120,2.12,3,,True,True,False
767,767,Filip Veselý,M,2021-03-02,2,181,0,3.62,1,,True,False,False
768,768,Filip Horák,M,2019-07-17,4,44,2040,0.88,2,,True,True,False
769,769,Filip Němec,M,2020-04-09,3,143,2000,2.86,1,,True,True,False
770,770,Filip Pospíšil,M,2018-11-17,4,-79,2040,0.0,3,,True,True,False
771,771,Filip Marek,M,2021-04-27,2,125,0,2.5,2,,True,False,False
772,772,Filip Urban,M,2019-05-13,4,109,2040,2.18,3,,True,True,False
773,773,Filip Soukup,M,2019-08-15,4,15,2040,0.3,1,,True,True,False
774,774,Filip Hájek,M,2017-09-19,5,-20,2080,0.0,0,1.0,True,True,False
775,775,Filip Fiala,M,2018-12-02,4,-94,2040,0.0,1,,True,True,False
776,776,Filip Král,M,2020-11-07,2,-69,1000,0.0,3,,True,False,False
777,777,Filip Růžička,M,2018-09-27,4,-28,2040,0.0,0,,True,True,False
778,778,Filip Beneš,M,2021-08-24,2,6,0,0.12,1,,True,False,False
779,779,Filip Bílý,M,2019-05-14,4,108,2040,2.16,1,,True,True,False
780,780,Filip Šimek,M,2021-02-24,2,187,0,3.74,3,,True,False,False
781,781,Filip Svatoš,M,2018-07-19,5,42,2080,0.84,2,,False,True,False
782,782,Filip Mareš,M,2019-01-07,4,235,2040,4.7,3,,True,True,False
783,783,Filip Mach,M,2016-06-01,7,90,2160,1.8,0,,True,False,False
784,784,Filip Vávra,M,2021-06-21,2,70,0,1.4000000000000001,1,,True,False,False
785,785,Filip Tomáš,M,2020-01-03,3,240,2000,4.8,2,1.0,True,True,False
786,786,Filip Toman,M,2018-07-27,5,34,2080,0.68,1,,True,True,False
787,787,Filip Konečný,M,2019-04-27,4,125,2040,2.5,3,,True,True,False
788,788,Filip Vlček,M,2021-03-07,2,176,0,3.52,1,,True,False,False
789,789,Filip Kratochvíl,M,2019-08-16,4,14,2040,0.28,2,,True,True,False
790,790,Filip Kadlec,M,2019-10-10,3,-41,2000,0.0,1,,True,True,False
791,791,Filip Kříž,M,2021-06-10,2,81,0,1.62,1,,True,False,False
792,792,Filip Horváth,M,2019-05-28,4,94,2040,1.8800000000000001,0,,True,True,False
793,793,Filip Polák,M,2017-07-12,6,49,2120,0.98,2,,True,True,False
794,794,Filip Janda,M,2018-06-25,5,66,2080,1.32,1,,True,True,True
795,795,Filip Dušek,M,2019-01-26,4,216,2040,4.32,3,,True,True,False
796,796,Filip Macháček,M,2016-06-02,7,89,2160,1.78,1,,True,False,False
797,797,Filip Navrátil,M,2019-07-12,4,49,2040,0.98,3,,True,True,False
798,798,Filip Staněk,M,2017-04-13,6,139,2120,2.7800000000000002,0,,True,True,False
799,799,Filip Pekař,M,2020-06-15,3,76,2000,1.52,3,,True,True,False
800,800,Aleš Novák,M,2019-09-19,3,-20,2000,0.0,1,1.0,True,True,False
801,801,Aleš Svoboda,M,2017-03-20,6,163,2120,3.2600000000000002,1,,True,True,False
802,802,Aleš Novotný,M,2018-12-21,4,-113,2040,0.0,1,,True,True,False
803,803,Aleš Dvořák,M,2019-06-03,4,88,2040,1.76,1,,True,True,False
804,804,Aleš Černý,M,2018-05-02,5,120,2080,2.4,3,2.0,True,True,False
805,805,Aleš Procházka,M,2019-01-06,4,236,2040,4.72,3,,True,True,False
806,806,Aleš Kovařík,M,2018-12-01,4,-93,2040,0.0,1,,True,True,False
807,807,Aleš Veselý,M,2016-10-29,6,-60,2120,0.0,3,1.0,True,True,False
808,808,Aleš Horák,M,2018-08-20,5,10,2080,0.2,3,,True,True,False
809,809,Aleš Němec,M,2019-04-25,4,127,2040,2.54,0,,True,True,False
810,810,Aleš Pospíšil,M,2021-05-26,2,96,0,1.92,2,,True,False,False
811,811,Aleš Marek,M,2019-08-18,4,12,2040,0.24,2,,True,True,False
812,812,Aleš Urban,M,2018-03-08,5,175,2080,3.5,0,,True,True,False
813,813,Aleš Soukup,M,2018-10-03,4,-34,2040,0.0,1,,True,True,False
814,814,Aleš Hájek,M,2017-07-04,6,57,2120,1.1400000000000001,2,,True,True,False
815,815,Aleš Fiala,M,2018-10-17,4,-48,2040,0.0,3,,True,True,False
816,816,Aleš Král,M,2018-06-26,5,65,2080,1.3,1,,True,True,False
817,817,Aleš Růžička,M,2020-02-27,3,185,2000,3.7,0,,True,True,False
818,818,Aleš Beneš,M,2019-08-22,4,8,2040,0.16,0,,True,True,False
819,819,Aleš Bílý,M,2020-10-20,2,-51,1000,0.0,2,,True,False,False
820,820,Aleš Šimek,M,2020-11-23,2,-85,1000,0.0,1,,True,False,False
821,821,Aleš Svatoš,M,2017-08-10,6,20,2120,0.4,0,1.0,True,True,False
822,822,Aleš Mareš,M,2019-11-10,3,-72,2000,0.0,3,,True,True,False
823,823,Aleš Mach,M,2019-02-21,4,190,2040,3.8000000000000003,0,,True,True,False
824,824,Aleš Vávra,M,2016-11-14,6,-76,2120,0.0,3,,True,True,False
825,825,Aleš Tomáš,M,2019-11-03,3,-65,2000,0.0,2,,True,True,False
826,826,Aleš Toman,M,2017-05-05,6,117,2120,2.34,0,,True,True,False
827,827,Aleš Konečný,M,2019-12-21,3,-113,2000,0.0,3,,True,True,False
828,828,Aleš Vlček,M,2018-04-03,5,149,2080,2.98,1,,True,True,False
829,829,Aleš Kratochvíl,M,2018-12-04,4,-96,2040,0.0,0,,True,True,False
830,830,Aleš Kadlec,M,2020-08-11,3,19,2000,0.38,1,,True,True,False
831,831,Aleš Kříž,M,2018-10-13,4,-44,2040,0.0,1,,True,True,False
832,832,Aleš Horváth,M,2021-06-26,2,65,0,1.3,1,,True,False,False
833,833,Aleš Polák,M,2019-11-30,3,-92,2000,0.0,3,,True,True,False
834,834,Aleš Janda,M,2019-04-15,4,137,2040,2.74,3,,True,True,False
835,835,Aleš Dušek,M,2018-08-12,5,18,2080,0.36,1,,True,True,False
836,836,Aleš Macháček,M,2018-10-07,4,-38,2040,0.0,2,,True,True,False
837,837,Aleš Navrátil,M,2019-11-27,3,-89,2000,0.0,3,,True,True,False
838,838,Aleš Staněk,M,2017-12-05,5,-97,2080,0.0,3,,True,True,False
839,839,Aleš Pekař,M,2020-11-02,2,-64,1000,0.0,1,,True,False,False
840,840,Milan Novák,M,2016-12-25,6,-117,2120,0.0,2,,True,True,False
841,841,Milan Svoboda,M,2018-08-31,4,-1,2040,0.0,3,,True,True,False
842,842,Milan Novotný,M,2019-05-23,4,99,2040,1.98,1,,True,True,True
843,843,Milan Dvořák,M,2019-07-01,4,60,2040,1.2,2,1.0,True,True,False
844,844,Milan Černý,M,2021-02-01,2,210,0,4.2,2,,False,False,False
845,845,Milan Procházka,M,2019-08-03,4,27,2040,0.54,2,,True,True,False
846,846,Milan Kovařík,M,2018-03-28,5,155,2080,3.1,1,,True,True,False
847,847,Milan Veselý,M,2020-11-16,2,-78,1000,0.0,0,,True,False,False
848,848,Milan Horák,M,2016-11-27,6,-89,2120,0.0,0,,True,True,False
849,849,Milan Němec,M,2017-06-22,6,69,2120,1.3800000000000001,3,,True,True,False
850,850,Milan Pospíšil,M,2018-06-28,5,63,2080,1.26,0,,False,True,False
851,851,Milan Marek,M,2017-02-16,6,195,2120,3.9,2,,True,True,False
852,852,Milan Urban,M,2017-12-17,5,-109,2080,0.0,0,,True,True,False
853,853,Milan Soukup,M,2016-07-05,7,56,2160,1.12,1,,True,False,False
854,854,Milan Hájek,M,2018-07-14,5,47,2080,0.9400000000000001,2,,True,True,False
855,855,Milan Fiala,M,2017-12-04,5,-96,2080,0.0,0,,True,True,False
856,856,Milan Král,M,2017-04-27,6,125,2120,2.5,2,,True,True,False
857,857,Milan Růžička,M,2020-05-07,3,115,2000,2.3000000000000003,2,,True,True,False
858,858,Milan Beneš,M,2021-02-27,2,184,0,3.68,3,,True,False,False
859,859,Milan Bílý,M,2020-12-28,2,-120,1000,0.0,3,2.0,True,False,False
860,860,Milan Šimek,M,2021-04-29,2,123,0,2.46,3,,True,False,False
861,861,Milan Svatoš,M,2019-07-07,4,54,2040,1.08,2,,True,True,False
862,862,Milan Mareš,M,2020-01-26,3,217,2000,4.34,3,,True,True,False
863,863,Milan Mach,M,2017-09-20,5,-21,2080,0.0,2,,False,True,False
864,864,Milan Vávra,M,2020-06-03,3,88,2000,1.76,1,,True,True,False
865,865,Milan Tomáš,M,2016-06-22,7,69,2160,1.3800000000000001,3,,True,False,False
866,866,Milan Toman,M,2020-07-13,3,48,2000,0.96,3,,True,True,False
867,867,Milan Konečný,M,2017-05-10,6,112,2120,2.24,1,,True,True,False
868,868,Milan Vlček,M,2019-09-12,3,-13,2000,0.0,1,,True,True,False
869,869,Milan Kratochvíl,M,2018-09-30,4,-31,2040,0.0,0,,True,True,False
870,870,Milan Kadlec,M,2017-07-01,6,60,2120,1.2,2,2.0,True,True,False
871,871,Milan Kříž,M,2017-02-26,6,185,2120,3.7,1,,True,True,False
872,872,Milan Horváth,M,2018-12-25,4,-117,2040,0.0,2,,True,True,False
873,873,Milan Polák,M,2017-09-24,5,-25,2080,0.0,2,,True,True,False
874,874,Milan Janda,M,2017-09-27,5,-28,2080,0.0,0,,True,True,False
875,875,Milan Dušek,M,2016-08-08,7,22,2160,0.44,3,,True,False,False
876,876,Milan Macháček,M,2020-12-27,2,-119,1000,0.0,2,,True,False,False
877,877,Milan Navrátil,M,2016-07-24,7,37,2160,0.74,0,,True,False,False
878,878,Milan Staněk,M,2016-07-19,7,42,2160,0.84,3,,False,False,False
879,879,Milan Pekař,M,2020-02-20,3,192,2000,3.84,0,,True,True,False
880,880,Ján Novák,M,2019-07-20,4,41,2040,0.8200000000000001,3,,True,True,False
881,881,Ján Svoboda,M,2016-11-30,6,-92,2120,0.0,2,,True,True,False
882,882,Ján Novotný,M,2019-01-13,4,229,2040,4.58,2,,True,True,False
883,883,Ján Dvořák,M,2016-09-11,6,-12,2120,0.0,2,,True,True,False
884,884,Ján Černý,M,2021-04-04,2,148,0,2.96,0,,True,False,False
885,885,Ján Procházka,M,2021-06-19,2,72,0,1.44,2,,True,False,False
886,886,Ján Kovařík,M,2019-11-07,3,-69,2000,0.0,2,,True,True,False
887,887,Ján Veselý,M,2018-06-29,5,62,2080,1.24,2,,True,True,False
888,888,Ján Horák,M,2020-03-12,3,171,2000,3.42,1,,True,True,False
889,889,Ján Němec,M,2018-01-23,5,219,2080,4.38,3,,True,True,False
890,890,Ján Pospíšil,M,2019-07-05,4,56,2040,1.12,2,,True,True,False
891,891,Ján Marek,M,2016-08-18,7,12,2160,0.24,2,,True,False,False
892,892,Ján Urban,M,2021-06-28,2,63,0,1.26,1,,False,False,False
893,893,Ján Soukup,M,2017-05-04,6,118,2120,2.36,0,,True,True,False
894,894,Ján Hájek,M,2018-02-23,5,188,2080,3.7600000000000002,0,,True,True,False
895,895,Ján Fiala,M,2018-03-08,5,175,2080,3.5,3,,True,True,False
896,896,Ján Král,M,2018-03-24,5,159,2080,3.18,3,,True,True,False
897,897,Ján Růžička,M,2021-04-22,2,130,0,2.6,2,,True,False,False
898,898,Ján Beneš,M,2021-04-13,2,139,0,2.7800000000000002,3,,True,False,False
899,899,Ján Bílý,M,2016-09-24,6,-25,2120,0.0,3,,True,True,False
900,900,Ján Šimek,M,2019-07-10,4,51,2040,1.02,3,,True,True,False
901,901,Ján Svatoš,M,2021-06-13,2,78,0,1.56,1,,True,False,False
902,902,Ján Mareš,M,2017-10-31,5,-62,2080,0.0,2,,True,True,False
903,903,Ján Mach,M,2019-12-07,3,-99,2000,0.0,3,,True,True,True
904,904,Ján Vávra,M,2019-08-23,4,7,2040,0.14,3,,True,True,False
905,905,Ján Tomáš,M,2021-07-18,2,43,0,0.86,1,,True,False,False
906,906,Ján Toman,M,2018-04-09,5,143,2080,2.86,1,,True,True,False
907,907,Ján Konečný,M,2020-02-25,3,187,2000,3.74,1,,True,True,False
908,908,Ján Vlček,M,2020-03-20,3,163,2000,3.2600000000000002,1,,True,True,False
909,909,Ján Kratochvíl,M,2020-05-07,3,115,2000,2.3000000000000003,0,,True,True,False
910,910,Ján Kadlec,M,2016-06-20,7,71,2160,1.42,3,,True,False,False
911,911,Ján Kříž,M,2021-08-23,2,7,0,0.14,1,,True,False,False
912,912,Ján Horváth,M,2018-08-06,5,24,2080,0.48,3,,True,True,False
913,913,Ján Polák,M,2016-11-26,6,-88,2120,0.0,0,,True,True,False
914,914,Ján Janda,M,2018-03-01,5,182,2080,3.64,2,,True,True,False
915,915,Ján Dušek,M,2020-03-08,3,175,2000,3.5,2,,True,True,False
916,916,Ján Macháček,M,2021-01-30,2,212,0,4.24,0,,True,False,False
917,917,Ján Navrátil,M,2019-11-28,3,-90,2000,0.0,1,,True,True,False
918,918,Ján Staněk,M,2017-10-06,5,-37,2080,0.0,3,,True,True,False
919,919,Ján Pekař,M,2017-10-24,5,-55,2080,0.0,1,,True,True,False
920,920,Jozef Novák,M,2020-08-02,3,28,2000,0.56,1,,True,True,False
921,921,Jozef Svoboda,M,2020-10-08,2,-39,1000,0.0,2,,True,False,False
922,922,Jozef Novotný,M,2018-03-06,5,177,2080,3.54,3,,True,True,False
923,923,Jozef Dvořák,M,2017-02-24,6,187,2120,3.74,2,,True,True,False
924,924,Jozef Černý,M,2019-08-05,4,25,2040,0.5,3,,True,True,False
925,925,Jozef Procházka,M,2020-01-23,3,220,2000,4.4,2,3.0,True,True,False
926,926,Jozef Kovařík,M,2017-12-01,5,-93,2080,0.0,3,,True,True,False
927,927,Jozef Veselý,M,2020-05-02,3,120,2000,2.4,1,2.0,True,True,False
928,928,Jozef Horák,M,2019-11-04,3,-66,2000,0.0,1,,True,True,True
929,929,Jozef Němec,M,2016-07-09,7,52,2160,1.04,1,,True,False,False
930,930,Jozef Pospíšil,M,2016-09-28,6,-29,2120,0.0,0,,True,True,False
931,931,Jozef Marek,M,2021-04-12,2,140,0,2.8000000000000003,0,3.0,True,False,False
932,932,Jozef Urban,M,2019-12-04,3,-96,2000,0.0,0,,True,True,False
933,933,Jozef Soukup,M,2016-11-26,6,-88,2120,0.0,3,,True,True,False
934,934,Jozef Hájek,M,2018-10-16,4,-47,2040,0.0,3,,True,True,False
935,935,Jozef Fiala,M,2021-06-09,2,82,0,1.6400000000000001,1,,True,False,False
936,936,Jozef Král,M,2018-03-07,5,176,2080,3.52,3,,True,True,False
937,937,Jozef Růžička,M,2016-10-14,6,-45,2120,0.0,3,,True,True,False
938,938,Jozef Beneš,M,2021-05-13,2,109,0,2.18,2,,True,False,False
939,939,Jozef Bílý,M,2020-03-29,3,154,2000,3.08,3,,True,True,False
940,940,Jozef Šimek,M,2018-10-26,4,-57,2040,0.0,3,,True,True,False
941,941,Jozef Svatoš,M,2020-03-30,3,153,2000,3.06,2,,True,True,False
942,942,Jozef Mareš,M,2019-08-08,4,22,2040,0.44,2,,True,True,False
943,943,Jozef Mach,M,2020-08-20,3,10,2000,0.2,2,,True,True,False
944,944,Jozef Vávra,M,2016-11-11,6,-73,2120,0.0,1,,True,True,False
945,945,Jozef Tomáš,M,2016-12-09,6,-101,2120,0.0,1,,True,True,False
946,946,Jozef Toman,M,2018-06-25,5,66,2080,1.32,3,,True,True,True
947,947,Jozef Konečný,M,2018-01-25,5,217,2080,4.34,1,,True,True,False
948,948,Jozef Vlček,M,2018-03-04,5,179,2080,3.58,2,,True,True,False
949,949,Jozef Kratochvíl,M,2017-03-04,6,179,2120,3.58,1,,True,True,False
950,950,Jozef Kadlec,M,2020-12-17,2,-109,1000,0.0,1,,True,False,False
951,951,Jozef Kříž,M,2019-07-21,4,40,2040,0.8,2,1.0,True,True,False
952,952,Jozef Horváth,M,2018-01-03,5,239,2080,4.78,1,,True,True,False
953,953,Jozef Polák,M,2021-08-02,2,28,0,0.56,3,,True,False,False
954,954,Jozef Janda,M,2018-05-19,5,103,2080,2.06,1,,True,True,False
955,955,Jozef Dušek,M,2020-02-29,3,183,2000,3.66,2,,True,True,False
956,956,Jozef Macháček,M,2019-04-25,4,127,2040,2.54,2,,True,True,False
957,957,Jozef Navrátil,M,2018-02-14,5,197,2080,3.94,3,,True,True,False
958,958,Jozef Staněk,M,2019-07-01,4,60,2040,1.2,1,1.0,True,True,False
959,959,Jozef Pekař,M,2020-10-12,2,-43,1000,0.0,0,,True,False,False
960,960,Ivan Novák,M,2016-10-12,6,-43,2120,0.0,0,,True,True,False
961,961,Ivan Svoboda,M,2020-07-30,3,31,2000,0.62,2,,True,True,False
962,962,Ivan Novotný,M,2019-08-31,3,-1,2000,0.0,0,,True,True,False
963,963,Ivan Dvořák,M,2019-05-25,4,97,2040,1.94,2,,True,True,False
964,964,Ivan Černý,M,2016-08-04,7,26,2160,0.52,0,,True,False,False
965,965,Ivan Procházka,M,2016-12-29,6,-121,2120,0.0,3,,True,True,False
966,966,Ivan Kovařík,M,2020-09-14,2,-15,1000,0.0,2,,True,False,False
967,967,Ivan Veselý,M,2021-04-15,2,137,0,2.74,2,,True,False,False
968,968,Ivan Horák,M,2019-03-16,4,167,2040,3.34,2,,True,True,False
969,969,Ivan Němec,M,2020-05-29,3,93,2000,1.86,3,,True,True,False
970,970,Ivan Pospíšil,M,2017-08-13,6,17,2120,0.34,3,,True,True,False
971,971,Ivan Marek,M,2017-05-16,6,106,2120,2.12,1,,True,True,False
972,972,Ivan Urban,M,2018-06-07,5,84,2080,1.68,3,,False,True,False
973,973,Ivan Soukup,M,2017-11-17,5,-79,2080,0.0,1,,True,True,False
974,974,Ivan Hájek,M,2018-08-08,5,22,2080,0.44,2,,True,True,False
975,975,Ivan Fiala,M,2017-03-06,6,177,2120,3.54,1,,True,True,False
976,976,Ivan Král,M,2019-03-09,4,174,2040,3.48,1,,True,True,False
977,977,Ivan Růžička,M,2016-12-27,6,-119,2120,0.0,0,,True,True,False
978,978,Ivan Beneš,M,2018-07-18,5,43,2080,0.86,2,,True,True,False
979,979,Ivan Bílý,M,2016-09-22,6,-23,2120,0.0,3,,True,True,False
